"","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"116160166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116207074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"116250990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116301381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116328005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116350483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116370294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116423282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116606876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116697247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116739061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116755696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116795149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116804158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"116980152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117020624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117440390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117444121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117724047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
"117737886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117737919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117743057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117856407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117980521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118312232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118325883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118326808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118346004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"118878385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119233768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119236230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119236245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119729808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120289220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120314469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120314478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120325894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60000000",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
"60000009",0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0
"60000060",0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,1,1,0,0,3
"60000076",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,7
"60000115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60000144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"60000149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60000204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60000209",0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,6,2,0,1,5
"60000221",0,0,0,0,0,0,0,3,2,0,1,0,0,6,5,3,4,2,7,0,1
"60000238",0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,1,0,0,0
"60000247",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2
"60000248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60000251",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"60000305",0,0,0,0,1,0,0,3,0,19,6,15,3,7,10,13,4,10,5,4,4
"60000423",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"60000460",2,0,3,2,1,1,1,2,0,5,6,6,1,1,0,8,10,7,8,1,0
"60000461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60000473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"60000521",0,0,0,0,0,1,0,0,0,0,1,0,4,3,4,1,0,0,3,1,4
"60000540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60000584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60000673",0,0,0,0,0,1,0,0,0,0,1,1,2,0,4,2,0,1,2,0,0
"60000689",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,4,4
"60000711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60000745",0,0,0,0,0,0,0,0,2,3,3,0,0,3,0,4,3,5,2,2,0
"60000801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60000871",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"60000879",0,0,1,0,0,1,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0
"60000885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,0
"60000928",0,0,0,4,1,0,1,7,2,13,18,4,1,8,9,3,11,2,2,2,1
"60000945",0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,3,1,1
"60000948",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"60000986",0,0,0,0,0,0,1,2,6,4,1,7,2,5,7,20,19,11,8,6,29
"60001001",0,0,0,0,0,0,0,0,0,5,1,0,7,14,12,16,24,21,26,25,36
"60001115",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,2,2,3,0
"60001117",2,2,3,5,0,0,0,3,10,16,0,9,5,1,15,17,12,14,15,25,17
"60001142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60001149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60001224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
"60001303",0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0
"60001343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60001344",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"60001361",0,0,0,0,0,0,0,3,1,1,6,7,3,4,6,9,5,8,5,6,14
"60001362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"60001413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0
"60001423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60001426",0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0
"60001439",2,2,0,0,2,0,0,0,5,12,1,0,5,1,0,13,1,4,0,3,0
"60001440",0,0,1,0,0,3,4,1,2,3,8,0,4,3,2,0,0,0,0,0,0
"60001456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,1
"60001462",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,5,0,1
"60001525",0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,2,0,1,0,13
"60001526",0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,9,10,2,4,5
"60001536",0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0
"60001551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60001555",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"60001562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60001609",0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,1,0
"60001647",0,0,0,0,2,0,1,0,0,0,2,2,7,3,3,14,0,3,7,5,4
"60001673",0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,3,0,6,0,0
"60001681",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
"60001745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60001769",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"60001777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60001844",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"60001931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"60001989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60002023",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0
"60002053",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60002058",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,4
"60002092",0,0,0,0,2,0,0,5,3,4,1,1,2,8,1,2,0,1,3,4,1
"60002146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60002149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60002162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60002173",0,1,1,6,9,6,2,4,3,0,3,0,1,0,3,1,0,0,2,0,0
"60002194",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,4,1
"60002214",0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,2,0,1,1
"60002227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"60002228",0,0,0,0,0,0,0,4,1,2,1,0,0,2,0,0,0,0,0,0,0
"60002243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"60002262",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
"60002288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60002306",0,0,0,0,1,1,0,0,4,0,0,2,0,7,3,1,0,0,10,14,13
"60002333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60002337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"60002339",0,0,0,0,0,0,0,0,0,0,2,0,8,1,3,3,5,4,1,0,3
"60002388",3,0,0,3,4,3,0,7,0,0,5,1,7,7,7,2,1,8,5,10,7
"60002396",0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0
"60002441",0,0,2,0,11,1,4,2,2,7,12,2,2,0,10,11,17,10,13,34,27
"60002462",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"60002476",0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,1,0,4,6,1,1
"60002490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60002494",1,0,4,0,4,2,1,4,13,1,4,11,11,2,12,10,5,7,7,14,24
"60002507",0,0,0,0,0,3,4,0,7,0,0,4,6,4,4,0,5,0,6,0,2
"60002526",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"60002545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60002557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"60002600",0,0,0,0,2,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0
"60002645",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,2
"60002707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60002717",0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,3,3,4,0,1
"60002746",5,7,4,6,17,10,8,18,21,25,16,25,36,29,39,39,47,56,67,63,64
"60002778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60002804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
"60002825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60002860",0,0,3,0,0,0,0,5,0,0,0,2,0,3,0,0,0,0,0,3,0
"60002873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"60002878",0,0,0,0,0,1,0,0,2,0,2,4,2,2,4,0,2,0,0,5,8
"60002896",0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1
"60002968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60003088",0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,4,0,6
"60003103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1
"60003122",1,0,1,0,0,0,0,4,1,5,0,0,7,2,0,0,2,0,1,0,4
"60003158",0,0,0,0,1,0,0,0,1,0,0,0,0,1,13,0,0,0,0,0,0
"60003160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60003171",0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,6,1,0,0,0,0
"60003212",0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,10,0,2,0,0,0
"60003214",0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"60003238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4
"60003261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"60003262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60003269",0,1,3,8,4,4,1,6,2,2,1,1,4,2,7,10,15,10,10,2,11
"60003309",0,0,0,0,0,3,3,0,3,4,2,1,0,0,0,0,0,2,0,0,0
"60003337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60003372",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
"60003409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60003443",0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,1,0,3,4,0
"60003467",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,1
"60003471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"60003500",0,0,2,0,3,1,0,1,2,20,12,3,7,9,2,7,11,6,12,6,14
"60003512",0,0,0,0,0,0,0,0,0,0,6,1,0,0,3,0,0,0,0,0,0
"60003526",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"60003531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60003545",0,0,0,1,0,0,0,0,1,1,0,2,0,0,6,0,0,0,4,3,0
"60003607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60003625",0,0,2,0,1,4,1,5,2,1,0,9,4,10,4,10,8,15,7,20,11
"60003652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60003711",0,2,1,4,5,1,3,4,3,12,14,11,23,14,8,21,4,12,16,5,2
"60003723",0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,2,0,0,2,0,2
"60003742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,2
"60003828",2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,2,5
"60003872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60003892",0,0,0,0,0,0,0,1,3,0,0,1,1,2,1,1,3,1,2,0,3
"60003915",3,0,1,6,3,2,1,2,5,8,10,6,17,13,8,24,5,8,11,18,15
"60003937",0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,2,1,1,0,4
"60003952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"60003999",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"60004026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60004102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60004109",0,0,0,2,0,0,0,1,1,0,3,1,1,0,2,5,0,0,0,3,2
"60004154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60004164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0
"60004179",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"60004263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60004270",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"60004354",0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,10,2,1,4,6,0
"60004372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60004388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
"60004670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60004686",0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,1,0,0,0,0,0
"60004745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60004760",0,0,0,0,0,0,3,3,0,0,2,0,3,7,0,0,0,3,1,2,7
"60004772",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
"60004791",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0
"60004803",0,0,0,0,1,3,4,0,7,0,3,4,6,4,4,1,5,0,6,2,0
"60004862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60004876",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,1,0,0,0,0
"60004923",2,0,0,2,0,1,4,2,7,3,4,4,7,4,19,9,9,5,13,7,19
"60004942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60004982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60005007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2
"60005019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60005081",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0
"60005085",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"60005099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60005121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60005170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"60005200",0,2,1,2,0,0,0,7,14,11,3,9,5,8,12,18,15,28,40,21,10
"60005208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
"60005246",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0
"60005247",0,0,0,1,1,3,0,4,1,1,3,2,3,11,5,14,6,21,17,13,24
"60005248",1,8,0,1,3,1,0,6,0,1,5,3,14,8,6,14,25,10,23,23,20
"60005280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,1
"60005281",0,0,0,0,0,4,0,0,0,7,0,0,2,4,8,2,2,3,5,4,0
"60005286",0,0,0,0,0,0,1,0,2,3,0,1,1,4,0,18,0,3,0,3,4
"60005290",0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,2,1,1,0,1
"60005292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60005399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60005437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60005449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"60005455",4,0,0,0,12,1,7,3,9,8,2,5,1,6,2,3,18,1,10,24,19
"60005461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60005469",0,0,0,0,0,0,0,0,0,0,2,0,6,0,3,4,0,0,7,5,1
"60005521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60005532",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4
"60005558",0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,14,10,10,13,26
"60005565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60005576",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,3
"60005583",0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
"60005610",0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,4,3,0,5,4,0
"60005617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60005708",0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,8,0,0,0,4,0
"60005723",0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,6,10,5
"60005745",0,0,0,0,5,0,0,0,0,0,1,0,2,1,1,0,0,4,0,6,3
"60005756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60005775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
"60005837",0,0,3,0,0,3,5,0,1,5,0,0,0,6,0,1,4,11,5,0,16
"60005845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"60005853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60005856",0,0,1,0,0,0,0,1,0,4,7,0,4,3,2,0,0,6,5,1,0
"60005860",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,3,1,0,2
"60006020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60006024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60006156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60006173",0,1,0,1,0,1,1,1,0,4,6,0,4,2,7,0,4,2,0,1,2
"60006183",0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,10,0,0,1,5,2
"60006198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
"60006201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60006203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60006221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"60006281",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"60006297",11,8,0,0,3,9,1,6,17,8,3,3,23,13,8,25,12,24,28,20,38
"60006320",0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,3,4,0,0
"60006322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60006371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60006385",0,2,2,1,4,0,0,0,0,1,5,3,6,2,0,2,1,6,7,11,17
"60006404",1,1,0,0,0,0,0,0,0,0,0,8,7,0,2,2,0,5,2,7,0
"60006407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60006455",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,1,0,0,0,0
"60006475",1,0,0,0,0,1,2,0,9,0,4,9,6,3,6,11,11,14,9,23,9
"60006511",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,6,1,0,10
"60006514",0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,3
"60006549",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60006558",0,0,0,0,0,0,0,0,4,2,3,0,4,2,5,3,7,5,0,0,3
"60006577",0,0,5,2,1,1,1,4,4,0,2,5,2,0,10,21,10,0,3,2,0
"60006594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0
"60006725",0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,6,0,2,4,1
"60006762",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2
"60006807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60006832",0,0,0,0,0,2,0,0,0,1,0,1,1,0,3,1,3,0,2,7,2
"60006840",0,0,0,0,0,0,0,1,7,5,10,2,7,4,5,2,0,1,0,6,0
"60006874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60006886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60006894",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6
"60006917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60006929",0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0
"60006949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60006951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60006989",0,0,0,3,1,2,0,0,0,0,0,3,6,0,0,0,4,0,4,0,2
"60006998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60007027",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,2,4
"60007033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1
"60007056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"60007103",0,1,0,0,0,0,0,1,3,0,3,0,3,1,9,1,13,0,8,2,5
"60007128",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"60007174",0,0,0,0,0,0,0,1,2,10,1,2,5,3,7,3,26,8,7,7,6
"60007200",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"60007241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
