afid,adoption_class,threshold,toa,region
60001490,Early Majority,High Thresh.,2008,EU_COST(core)
60001633,Early Majority,High Thresh.,2005,EU_COST(core)
60001772,Early Adopters,Very Low Thresh.,1997,EU_COST(core)
60001861,Laggards,Very Low Thresh.,2016,EU_COST(core)
60001881,Early Adopters,High Thresh.,1998,EU_COST(core)
60001972,Early Majority,High Thresh.,2010,EU_COST(core)
60001997,Early Adopters,Low Thresh.,2004,EU_COST(core)
60002083,Laggards,High Thresh.,2017,EU_COST(core)
60002284,Early Majority,Low Thresh.,2010,EU_COST(core)
60002483,Early Adopters,Very Low Thresh.,1998,EU_COST(core)
60002571,Early Majority,High Thresh.,2006,EU_COST(core)
60002573,Early Majority,Very Low Thresh.,2009,EU_COST(core)
60002776,Late Majority,Very Low Thresh.,2011,EU_COST(core)
60002794,Early Majority,High Thresh.,2007,EU_COST(core)
60002869,Late Majority,Low Thresh.,2011,EU_COST(core)
60002900,Late Majority,Very Low Thresh.,2012,EU_COST(core)
60002967,Laggards,High Thresh.,2016,EU_COST(core)
60003274,Late Majority,High Thresh.,2013,EU_COST(core)
60003280,Early Majority,Low Thresh.,2009,EU_COST(core)
60003362,Laggards,Very Low Thresh.,2016,EU_COST(core)
60003615,Late Majority,High Thresh.,2011,EU_COST(core)
60003771,Early Majority,High Thresh.,2005,EU_COST(core)
60003955,Late Majority,High Thresh.,2011,EU_COST(core)
60004078,Late Majority,High Thresh.,2013,EU_COST(core)
60004156,Early Adopters,Low Thresh.,1997,EU_COST(core)
60004219,Early Adopters,High Thresh.,1998,EU_COST(core)
60004572,Late Majority,Low Thresh.,2015,EU_COST(core)
60004692,Late Majority,Very Low Thresh.,2011,EU_COST(core)
60004708,Early Majority,Very Low Thresh.,2010,EU_COST(core)
60004898,Laggards,Low Thresh.,2016,EU_COST(core)
60005036,Early Adopters,Low Thresh.,1999,EU_COST(core)
60005322,Early Adopters,High Thresh.,1997,EU_COST(core)
60005368,Early Adopters,Very Low Thresh.,2003,EU_COST(core)
60005370,Early Adopters,High Thresh.,2004,EU_COST(core)
60005453,Early Majority,High Thresh.,2007,EU_COST(core)
60005517,Early Adopters,Low Thresh.,2001,EU_COST(core)
60005518,Early Majority,High Thresh.,2007,EU_COST(core)
60005542,Early Majority,High Thresh.,2010,EU_COST(core)
60005640,Early Majority,High Thresh.,2010,EU_COST(core)
60005667,Early Adopters,Very Low Thresh.,2001,EU_COST(core)
60005711,Early Adopters,Very Low Thresh.,1997,EU_COST(core)
60005851,Late Majority,Very Low Thresh.,2014,EU_COST(core)
60006027,Early Majority,High Thresh.,2008,EU_COST(core)
60006070,Early Majority,Low Thresh.,2006,EU_COST(core)
60006222,Early Adopters,Very Low Thresh.,1999,EU_COST(core)
60006253,Late Majority,High Thresh.,2013,EU_COST(core)
60006288,Early Majority,High Thresh.,2008,EU_COST(core)
60006384,Late Majority,Low Thresh.,2011,EU_COST(core)
60006429,Late Majority,High Thresh.,2012,EU_COST(core)
60006444,Late Majority,High Thresh.,2013,EU_COST(core)
60006490,Early Majority,High Thresh.,2007,EU_COST(core)
60006757,Late Majority,Low Thresh.,2012,EU_COST(core)
60006901,Laggards,Low Thresh.,2016,EU_COST(core)
60007118,Laggards,Very Low Thresh.,2016,EU_COST(core)
60007247,Late Majority,High Thresh.,2013,EU_COST(core)
60007257,Early Adopters,High Thresh.,2000,EU_COST(core)
60007470,Early Adopters,Low Thresh.,2003,EU_COST(core)
60007493,Early Majority,High Thresh.,2007,EU_COST(core)
60007548,Laggards,High Thresh.,2016,EU_COST(core)
60007573,Late Majority,High Thresh.,2011,EU_COST(core)
60007616,Early Majority,High Thresh.,2010,EU_COST(core)
60007762,Early Adopters,Very Low Thresh.,2003,EU_COST(core)
60007774,Late Majority,High Thresh.,2015,EU_COST(core)
60007798,Laggards,High Thresh.,2017,EU_COST(core)
60007895,Late Majority,High Thresh.,2011,EU_COST(core)
60007896,Late Majority,Very Low Thresh.,2011,EU_COST(core)
60007902,Early Majority,High Thresh.,2009,EU_COST(core)
60007904,Early Majority,Low Thresh.,2008,EU_COST(core)
60007989,Early Adopters,High Thresh.,1999,EU_COST(core)
60008042,Early Adopters,High Thresh.,2004,EU_COST(core)
60008134,Early Adopters,High Thresh.,1998,EU_COST(core)
60008155,Late Majority,High Thresh.,2015,EU_COST(core)
60008248,Late Majority,High Thresh.,2015,EU_COST(core)
60008293,Early Adopters,Low Thresh.,1997,EU_COST(core)
60008323,Early Majority,Low Thresh.,2009,EU_COST(core)
60008380,Late Majority,High Thresh.,2013,EU_COST(core)
60008447,Early Majority,High Thresh.,2008,EU_COST(core)
60008658,Early Majority,Low Thresh.,2009,EU_COST(core)
60008734,Early Adopters,High Thresh.,2002,EU_COST(core)
60008750,Early Adopters,High Thresh.,2002,EU_COST(core)
60008800,Laggards,Very Low Thresh.,2017,EU_COST(core)
60008877,Early Adopters,High Thresh.,1999,EU_COST(core)
60008936,Early Majority,Low Thresh.,2006,EU_COST(core)
60009009,Late Majority,High Thresh.,2015,EU_COST(core)
60009016,Late Majority,Low Thresh.,2013,EU_COST(core)
60009113,Early Majority,Low Thresh.,2009,EU_COST(core)
60009171,Late Majority,Very Low Thresh.,2011,EU_COST(core)
60009308,Early Majority,Very Low Thresh.,2010,EU_COST(core)
60009357,Late Majority,Very Low Thresh.,2014,EU_COST(core)
60009445,Early Majority,High Thresh.,2007,EU_COST(core)
60009448,Early Majority,High Thresh.,2008,EU_COST(core)
60009587,Late Majority,High Thresh.,2011,EU_COST(core)
60009647,Early Majority,High Thresh.,2007,EU_COST(core)
60010023,Early Adopters,High Thresh.,2000,EU_COST(core)
60010051,Laggards,High Thresh.,2016,EU_COST(core)
60010269,Early Adopters,High Thresh.,2004,EU_COST(core)
60010337,Early Adopters,High Thresh.,2001,EU_COST(core)
60010338,Late Majority,Low Thresh.,2013,EU_COST(core)
60010578,Early Adopters,Low Thresh.,1999,EU_COST(core)
60010586,Early Adopters,Very Low Thresh.,2001,EU_COST(core)
60010719,Late Majority,High Thresh.,2011,EU_COST(core)
60010819,Early Majority,High Thresh.,2009,EU_COST(core)
60010850,Late Majority,High Thresh.,2014,EU_COST(core)
60010954,Early Majority,Low Thresh.,2007,EU_COST(core)
60010973,Early Majority,High Thresh.,2007,EU_COST(core)
60011024,Early Majority,Very Low Thresh.,2006,EU_COST(core)
60011032,Late Majority,Low Thresh.,2013,EU_COST(core)
60011226,Early Majority,High Thresh.,2006,EU_COST(core)
60011447,Late Majority,Low Thresh.,2014,EU_COST(core)
60011520,Early Adopters,Low Thresh.,1997,EU_COST(core)
60011575,Laggards,Low Thresh.,2017,EU_COST(core)
60011604,Early Majority,Very Low Thresh.,2005,EU_COST(core)
60011610,Late Majority,High Thresh.,2012,EU_COST(core)
60011675,Early Majority,High Thresh.,2007,EU_COST(core)
60011686,Late Majority,High Thresh.,2011,EU_COST(core)
60012070,Early Adopters,Very Low Thresh.,2001,EU_COST(core)
60012191,Laggards,High Thresh.,2016,EU_COST(core)
60012299,Laggards,High Thresh.,2017,EU_COST(core)
60012345,Early Majority,High Thresh.,2008,EU_COST(core)
60012357,Late Majority,Very Low Thresh.,2014,EU_COST(core)
60012408,Early Adopters,Very Low Thresh.,2001,EU_COST(core)
60012556,Early Majority,High Thresh.,2006,EU_COST(core)
60012558,Early Adopters,Low Thresh.,2003,EU_COST(core)
60012622,Early Adopters,Very Low Thresh.,1998,EU_COST(core)
60012662,Early Majority,High Thresh.,2005,EU_COST(core)
60012689,Early Adopters,High Thresh.,2002,EU_COST(core)
60012754,Early Adopters,High Thresh.,1997,EU_COST(core)
60012797,Late Majority,High Thresh.,2011,EU_COST(core)
60012805,Late Majority,High Thresh.,2014,EU_COST(core)
60012914,Early Majority,Low Thresh.,2008,EU_COST(core)
60012970,Early Majority,Very Low Thresh.,2010,EU_COST(core)
60013148,Early Majority,High Thresh.,2005,EU_COST(core)
60013385,Early Majority,Low Thresh.,2005,EU_COST(core)
60013430,Early Majority,High Thresh.,2010,EU_COST(core)
60013511,Late Majority,High Thresh.,2011,EU_COST(core)
60013700,Late Majority,High Thresh.,2014,EU_COST(core)
60013717,Late Majority,High Thresh.,2014,EU_COST(core)
60013785,Laggards,Very Low Thresh.,2017,EU_COST(core)
60013801,Early Majority,High Thresh.,2007,EU_COST(core)
60013865,Late Majority,High Thresh.,2012,EU_COST(core)
60013985,Late Majority,High Thresh.,2015,EU_COST(core)
60013999,Early Adopters,Very Low Thresh.,2001,EU_COST(core)
60014059,Early Adopters,Low Thresh.,2001,EU_COST(core)
60014117,Early Adopters,High Thresh.,2004,EU_COST(core)
60014121,Early Adopters,Low Thresh.,2003,EU_COST(core)
60014264,Early Majority,Low Thresh.,2006,EU_COST(core)
60014311,Early Majority,High Thresh.,2008,EU_COST(core)
60014564,Laggards,High Thresh.,2017,EU_COST(core)
60014594,Late Majority,High Thresh.,2011,EU_COST(core)
60014776,Early Adopters,High Thresh.,2002,EU_COST(core)
60014873,Late Majority,High Thresh.,2014,EU_COST(core)
60014906,Early Adopters,High Thresh.,2000,EU_COST(core)
60015138,Early Adopters,Low Thresh.,2003,EU_COST(core)
60015150,Early Adopters,Low Thresh.,2003,EU_COST(core)
60015159,Early Adopters,Low Thresh.,1997,EU_COST(core)
60015205,Early Adopters,High Thresh.,1999,EU_COST(core)
60015339,Laggards,High Thresh.,2016,EU_COST(core)
60015595,Late Majority,Very Low Thresh.,2013,EU_COST(core)
60015618,Early Majority,High Thresh.,2006,EU_COST(core)
60015622,Early Majority,High Thresh.,2008,EU_COST(core)
60015815,Early Majority,High Thresh.,2008,EU_COST(core)
60015857,Early Majority,Low Thresh.,2010,EU_COST(core)
60015875,Early Majority,Low Thresh.,2005,EU_COST(core)
60015879,Early Adopters,High Thresh.,2004,EU_COST(core)
60016361,Early Adopters,Very Low Thresh.,2001,EU_COST(core)
60016379,Early Majority,High Thresh.,2010,EU_COST(core)
60016415,Early Majority,High Thresh.,2007,EU_COST(core)
60016418,Early Adopters,High Thresh.,2004,EU_COST(core)
60016458,Early Majority,Very Low Thresh.,2007,EU_COST(core)
60016529,Early Majority,Low Thresh.,2006,EU_COST(core)
60016638,Late Majority,Very Low Thresh.,2013,EU_COST(core)
60016653,Early Majority,High Thresh.,2006,EU_COST(core)
60016691,Early Majority,Low Thresh.,2009,EU_COST(core)
60016726,Early Adopters,Very Low Thresh.,2000,EU_COST(core)
60016908,Early Adopters,High Thresh.,1997,EU_COST(core)
60016939,Early Majority,Low Thresh.,2008,EU_COST(core)
60017059,Early Adopters,High Thresh.,1998,EU_COST(core)
60017134,Early Adopters,High Thresh.,2000,EU_COST(core)
60017246,Early Adopters,High Thresh.,1998,EU_COST(core)
60017317,Early Adopters,Very Low Thresh.,1999,EU_COST(core)
60017326,Laggards,High Thresh.,2016,EU_COST(core)
60017419,Late Majority,High Thresh.,2011,EU_COST(core)
60017438,Early Majority,Very Low Thresh.,2006,EU_COST(core)
60017488,Early Adopters,Very Low Thresh.,2001,EU_COST(core)
60017498,Early Adopters,Very Low Thresh.,2001,EU_COST(core)
60017724,Late Majority,High Thresh.,2011,EU_COST(core)
60017766,Early Majority,High Thresh.,2005,EU_COST(core)
60017780,Late Majority,High Thresh.,2013,EU_COST(core)
60017882,Late Majority,Low Thresh.,2011,EU_COST(core)
60017969,Early Adopters,High Thresh.,1997,EU_COST(core)
60018084,Laggards,High Thresh.,2016,EU_COST(core)
60018134,Laggards,Very Low Thresh.,2016,EU_COST(core)
60018229,Early Adopters,Very Low Thresh.,1998,EU_COST(core)
60018317,Early Majority,High Thresh.,2009,EU_COST(core)
60018353,Early Adopters,High Thresh.,2003,EU_COST(core)
60018366,Late Majority,High Thresh.,2011,EU_COST(core)
60018373,Early Adopters,High Thresh.,2002,EU_COST(core)
60018596,Laggards,Low Thresh.,2016,EU_COST(core)
60018733,Late Majority,Very Low Thresh.,2013,EU_COST(core)
60018861,Early Majority,Low Thresh.,2007,EU_COST(core)
60018869,Early Majority,High Thresh.,2006,EU_COST(core)
60019105,Early Majority,Very Low Thresh.,2008,EU_COST(core)
60019163,Early Adopters,Very Low Thresh.,2004,EU_COST(core)
60019180,Early Majority,High Thresh.,2005,EU_COST(core)
60019201,Early Majority,Very Low Thresh.,2009,EU_COST(core)
60019205,Early Adopters,High Thresh.,2003,EU_COST(core)
60019394,Early Adopters,Very Low Thresh.,2000,EU_COST(core)
60019615,Late Majority,High Thresh.,2012,EU_COST(core)
60019630,Late Majority,High Thresh.,2015,EU_COST(core)
60019656,Late Majority,High Thresh.,2015,EU_COST(core)
60019702,Early Majority,High Thresh.,2005,EU_COST(core)
60019722,Early Adopters,Low Thresh.,2002,EU_COST(core)
60019816,Early Adopters,High Thresh.,1998,EU_COST(core)
60019839,Late Majority,High Thresh.,2011,EU_COST(core)
60019953,Late Majority,High Thresh.,2011,EU_COST(core)
60019984,Early Majority,High Thresh.,2009,EU_COST(core)
60019985,Early Majority,Very Low Thresh.,2008,EU_COST(core)
60020016,Late Majority,Very Low Thresh.,2012,EU_COST(core)
60020022,Late Majority,High Thresh.,2011,EU_COST(core)
60020065,Late Majority,High Thresh.,2014,EU_COST(core)
60020124,Laggards,High Thresh.,2016,EU_COST(core)
60020129,Early Majority,High Thresh.,2007,EU_COST(core)
60020135,Laggards,High Thresh.,2016,EU_COST(core)
60020306,Early Adopters,High Thresh.,2004,EU_COST(core)
60020315,Early Adopters,Very Low Thresh.,1998,EU_COST(core)
60020329,Early Adopters,Low Thresh.,1996,EU_COST(core)
60020416,Late Majority,Very Low Thresh.,2011,EU_COST(core)
60020454,Early Majority,High Thresh.,2008,EU_COST(core)
60020595,Early Majority,High Thresh.,2010,EU_COST(core)
60020599,Late Majority,High Thresh.,2013,EU_COST(core)
60020623,Early Majority,High Thresh.,2008,EU_COST(core)
60020649,Early Adopters,Very Low Thresh.,2002,EU_COST(core)
60020650,Early Adopters,High Thresh.,2004,EU_COST(core)
60020661,Early Adopters,High Thresh.,2004,EU_COST(core)
60020952,Late Majority,Low Thresh.,2011,EU_COST(core)
60021097,Early Majority,Very Low Thresh.,2008,EU_COST(core)
60021110,Early Majority,High Thresh.,2008,EU_COST(core)
60021311,Late Majority,High Thresh.,2012,EU_COST(core)
60021327,Early Majority,Very Low Thresh.,2010,EU_COST(core)
60021432,Late Majority,Low Thresh.,2015,EU_COST(core)
60021435,Early Majority,High Thresh.,2008,EU_COST(core)
60021488,Early Adopters,High Thresh.,2000,EU_COST(core)
60021564,Late Majority,High Thresh.,2014,EU_COST(core)
60021567,Late Majority,High Thresh.,2012,EU_COST(core)
60021722,Late Majority,High Thresh.,2015,EU_COST(core)
60021763,Late Majority,High Thresh.,2014,EU_COST(core)
60021889,Early Adopters,High Thresh.,2004,EU_COST(core)
60021999,Early Majority,High Thresh.,2008,EU_COST(core)
60022020,Early Majority,High Thresh.,2005,EU_COST(core)
60022046,Late Majority,High Thresh.,2015,EU_COST(core)
60022106,Early Adopters,Low Thresh.,2004,EU_COST(core)
60022109,Early Majority,High Thresh.,2005,EU_COST(core)
60022113,Early Majority,Very Low Thresh.,2008,EU_COST(core)
60022132,Early Majority,Very Low Thresh.,2006,EU_COST(core)
60022135,Late Majority,High Thresh.,2011,EU_COST(core)
60022148,Early Adopters,High Thresh.,1997,EU_COST(core)
60022175,Late Majority,High Thresh.,2011,EU_COST(core)
60022265,Early Adopters,High Thresh.,1998,EU_COST(core)
60022357,Early Majority,Low Thresh.,2010,EU_COST(core)
60022368,Early Majority,High Thresh.,2006,EU_COST(core)
60022376,Late Majority,High Thresh.,2011,EU_COST(core)
60022653,Early Adopters,High Thresh.,1997,EU_COST(core)
60022785,Late Majority,High Thresh.,2015,EU_COST(core)
60022871,Early Adopters,Low Thresh.,2004,EU_COST(core)
60023131,Late Majority,High Thresh.,2011,EU_COST(core)
60023208,Early Majority,High Thresh.,2010,EU_COST(core)
60023251,Late Majority,Low Thresh.,2013,EU_COST(core)
60023477,Early Adopters,High Thresh.,1997,EU_COST(core)
60023578,Early Majority,High Thresh.,2008,EU_COST(core)
60023597,Early Majority,Very Low Thresh.,2009,EU_COST(core)
60023622,Early Majority,High Thresh.,2009,EU_COST(core)
60023643,Laggards,High Thresh.,2016,EU_COST(core)
60023665,Early Majority,High Thresh.,2007,EU_COST(core)
60023686,Late Majority,High Thresh.,2012,EU_COST(core)
60023970,Laggards,Very Low Thresh.,2016,EU_COST(core)
60023998,Early Adopters,High Thresh.,1997,EU_COST(core)
60024007,Early Adopters,High Thresh.,1998,EU_COST(core)
60024025,Early Adopters,Low Thresh.,1996,EU_COST(core)
60024052,Early Adopters,Low Thresh.,2004,EU_COST(core)
60024067,Late Majority,Low Thresh.,2012,EU_COST(core)
60024097,Laggards,Very Low Thresh.,2017,EU_COST(core)
60024144,Late Majority,Very Low Thresh.,2014,EU_COST(core)
60024240,Early Majority,High Thresh.,2009,EU_COST(core)
60024356,Laggards,Very Low Thresh.,2017,EU_COST(core)
60024453,Early Majority,Very Low Thresh.,2010,EU_COST(core)
60024568,Late Majority,Very Low Thresh.,2013,EU_COST(core)
60024581,Late Majority,Low Thresh.,2013,EU_COST(core)
60024610,Late Majority,Very Low Thresh.,2013,EU_COST(core)
60024629,Early Adopters,Very Low Thresh.,1999,EU_COST(core)
60024652,Early Adopters,Low Thresh.,2000,EU_COST(core)
60024654,Early Adopters,Very Low Thresh.,1999,EU_COST(core)
60024724,Late Majority,High Thresh.,2014,EU_COST(core)
60024779,Early Majority,Very Low Thresh.,2007,EU_COST(core)
60024805,Early Adopters,Low Thresh.,2004,EU_COST(core)
60024884,Early Majority,Very Low Thresh.,2006,EU_COST(core)
60024899,Late Majority,High Thresh.,2014,EU_COST(core)
60024945,Late Majority,High Thresh.,2014,EU_COST(core)
60024960,Late Majority,High Thresh.,2014,EU_COST(core)
60025016,Late Majority,High Thresh.,2014,EU_COST(core)
60025200,Early Adopters,High Thresh.,2002,EU_COST(core)
60025225,Early Adopters,Low Thresh.,1997,EU_COST(core)
60025288,Early Majority,High Thresh.,2008,EU_COST(core)
60025310,Early Adopters,High Thresh.,2004,EU_COST(core)
60025352,Early Majority,High Thresh.,2009,EU_COST(core)
60025475,Late Majority,High Thresh.,2012,EU_COST(core)
60025525,Early Adopters,Low Thresh.,1997,EU_COST(core)
60025580,Early Majority,Low Thresh.,2006,EU_COST(core)
60025641,Early Adopters,Low Thresh.,1998,EU_COST(core)
60025649,Early Majority,High Thresh.,2009,EU_COST(core)
60025676,Late Majority,High Thresh.,2011,EU_COST(core)
60025933,Early Adopters,High Thresh.,2002,EU_COST(core)
60025990,Early Majority,Low Thresh.,2005,EU_COST(core)
60026040,Late Majority,High Thresh.,2011,EU_COST(core)
60026061,Early Majority,High Thresh.,2009,EU_COST(core)
60026124,Early Majority,High Thresh.,2008,EU_COST(core)
60026125,Early Adopters,High Thresh.,2002,EU_COST(core)
60026158,Early Adopters,Low Thresh.,2002,EU_COST(core)
60026166,Early Majority,High Thresh.,2008,EU_COST(core)
60026221,Laggards,High Thresh.,2016,EU_COST(core)
60026245,Early Majority,High Thresh.,2007,EU_COST(core)
60026278,Early Majority,Low Thresh.,2007,EU_COST(core)
60026479,Early Adopters,High Thresh.,2003,EU_COST(core)
60026530,Early Majority,High Thresh.,2008,EU_COST(core)
60026712,Early Adopters,High Thresh.,1998,EU_COST(core)
60026803,Early Adopters,Low Thresh.,2000,EU_COST(core)
60026840,Late Majority,High Thresh.,2013,EU_COST(core)
60026851,Early Adopters,Very Low Thresh.,1996,EU_COST(core)
60026877,Early Majority,High Thresh.,2008,EU_COST(core)
60027156,Laggards,Low Thresh.,2017,EU_COST(core)
60027245,Early Adopters,High Thresh.,1998,EU_COST(core)
60027272,Early Adopters,Very Low Thresh.,2003,EU_COST(core)
60027312,Late Majority,High Thresh.,2015,EU_COST(core)
60027314,Early Adopters,Low Thresh.,2000,EU_COST(core)
60027331,Early Majority,High Thresh.,2010,EU_COST(core)
60027386,Late Majority,High Thresh.,2015,EU_COST(core)
60027769,Late Majority,High Thresh.,2014,EU_COST(core)
60027919,Early Majority,High Thresh.,2008,EU_COST(core)
60027946,Early Majority,Low Thresh.,2010,EU_COST(core)
60028048,Late Majority,Very Low Thresh.,2013,EU_COST(core)
60028111,Early Majority,High Thresh.,2007,EU_COST(core)
60028167,Late Majority,Low Thresh.,2014,EU_COST(core)
60028229,Early Adopters,High Thresh.,1998,EU_COST(core)
60028289,Late Majority,High Thresh.,2011,EU_COST(core)
60028299,Late Majority,Very Low Thresh.,2015,EU_COST(core)
60028311,Early Adopters,Low Thresh.,2003,EU_COST(core)
60028377,Early Adopters,High Thresh.,1998,EU_COST(core)
60028690,Late Majority,High Thresh.,2014,EU_COST(core)
60028717,Early Adopters,Low Thresh.,2001,EU_COST(core)
60028784,Late Majority,Very Low Thresh.,2015,EU_COST(core)
60028893,Early Majority,Low Thresh.,2010,EU_COST(core)
60028950,Early Adopters,Low Thresh.,2004,EU_COST(core)
60028993,Late Majority,High Thresh.,2015,EU_COST(core)
60029204,Late Majority,High Thresh.,2012,EU_COST(core)
60029329,Early Majority,Low Thresh.,2010,EU_COST(core)
60029336,Late Majority,Low Thresh.,2013,EU_COST(core)
60029428,Early Majority,High Thresh.,2007,EU_COST(core)
60029507,Early Adopters,High Thresh.,2003,EU_COST(core)
60029530,Late Majority,High Thresh.,2012,EU_COST(core)
60029631,Late Majority,High Thresh.,2014,EU_COST(core)
