afid,adoption_class,threshold,toa,region
60001138,Late Majority,High Thresh.,2014,EU_COST(periphery)
60001171,Early Adopters,High Thresh.,1999,EU_COST(periphery)
60001296,Early Majority,High Thresh.,2010,EU_COST(periphery)
60001478,Laggards,High Thresh.,2017,EU_COST(periphery)
60001524,Early Majority,Very Low Thresh.,2005,EU_COST(periphery)
60001576,Early Adopters,Very Low Thresh.,2001,EU_COST(periphery)
60001602,Late Majority,High Thresh.,2013,EU_COST(periphery)
60001741,Laggards,Low Thresh.,2016,EU_COST(periphery)
60001910,Early Adopters,Low Thresh.,2003,EU_COST(periphery)
60001987,Late Majority,Low Thresh.,2014,EU_COST(periphery)
60002014,Late Majority,High Thresh.,2011,EU_COST(periphery)
60002016,Late Majority,High Thresh.,2014,EU_COST(periphery)
60002144,Early Majority,Low Thresh.,2005,EU_COST(periphery)
60002612,Early Majority,High Thresh.,2006,EU_COST(periphery)
60002644,Early Majority,Very Low Thresh.,2009,EU_COST(periphery)
60002695,Early Majority,Very Low Thresh.,2010,EU_COST(periphery)
60002765,Early Majority,High Thresh.,2005,EU_COST(periphery)
60002769,Late Majority,Low Thresh.,2014,EU_COST(periphery)
60002838,Early Majority,Very Low Thresh.,2008,EU_COST(periphery)
60002952,Early Majority,High Thresh.,2005,EU_COST(periphery)
60002963,Early Adopters,Very Low Thresh.,1999,EU_COST(periphery)
60002983,Laggards,High Thresh.,2017,EU_COST(periphery)
60003003,Late Majority,High Thresh.,2015,EU_COST(periphery)
60003044,Late Majority,Low Thresh.,2011,EU_COST(periphery)
60003138,Late Majority,Very Low Thresh.,2013,EU_COST(periphery)
60003156,Laggards,Very Low Thresh.,2016,EU_COST(periphery)
60003185,Early Majority,Very Low Thresh.,2006,EU_COST(periphery)
60003217,Late Majority,High Thresh.,2015,EU_COST(periphery)
60003230,Early Majority,Low Thresh.,2010,EU_COST(periphery)
60003237,Early Majority,High Thresh.,2010,EU_COST(periphery)
60003354,Early Majority,Low Thresh.,2006,EU_COST(periphery)
60003367,Laggards,Low Thresh.,2016,EU_COST(periphery)
60003417,Early Majority,Low Thresh.,2007,EU_COST(periphery)
60003487,Laggards,High Thresh.,2016,EU_COST(periphery)
60003662,Early Adopters,Very Low Thresh.,1999,EU_COST(periphery)
60003668,Early Majority,High Thresh.,2008,EU_COST(periphery)
60003687,Early Adopters,High Thresh.,2003,EU_COST(periphery)
60003703,Late Majority,High Thresh.,2012,EU_COST(periphery)
60003858,Early Adopters,Low Thresh.,1997,EU_COST(periphery)
60004060,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60004235,Laggards,High Thresh.,2016,EU_COST(periphery)
60004300,Late Majority,High Thresh.,2014,EU_COST(periphery)
60004346,Early Majority,High Thresh.,2006,EU_COST(periphery)
60004362,Early Majority,High Thresh.,2007,EU_COST(periphery)
60004443,Late Majority,Low Thresh.,2014,EU_COST(periphery)
60004502,Early Majority,Low Thresh.,2007,EU_COST(periphery)
60004591,Early Adopters,High Thresh.,2004,EU_COST(periphery)
60004638,Early Majority,Very Low Thresh.,2009,EU_COST(periphery)
60004716,Late Majority,High Thresh.,2013,EU_COST(periphery)
60004718,Early Adopters,Low Thresh.,1998,EU_COST(periphery)
60004737,Late Majority,High Thresh.,2013,EU_COST(periphery)
60004829,Laggards,Very Low Thresh.,2017,EU_COST(periphery)
60004956,Laggards,High Thresh.,2016,EU_COST(periphery)
60004962,Early Majority,High Thresh.,2010,EU_COST(periphery)
60004969,Early Majority,High Thresh.,2006,EU_COST(periphery)
60005037,Early Majority,Very Low Thresh.,2006,EU_COST(periphery)
60005102,Early Majority,Low Thresh.,2008,EU_COST(periphery)
60005141,Early Adopters,High Thresh.,2002,EU_COST(periphery)
60005400,Early Majority,Very Low Thresh.,2005,EU_COST(periphery)
60005479,Early Majority,High Thresh.,2005,EU_COST(periphery)
60005625,Early Adopters,Low Thresh.,2003,EU_COST(periphery)
60005666,Early Adopters,High Thresh.,2001,EU_COST(periphery)
60005681,Early Majority,Very Low Thresh.,2008,EU_COST(periphery)
60005779,Early Majority,High Thresh.,2010,EU_COST(periphery)
60005803,Late Majority,High Thresh.,2015,EU_COST(periphery)
60005871,Early Adopters,High Thresh.,2003,EU_COST(periphery)
60005912,Late Majority,High Thresh.,2014,EU_COST(periphery)
60006179,Laggards,High Thresh.,2017,EU_COST(periphery)
60006224,Late Majority,High Thresh.,2015,EU_COST(periphery)
60006225,Late Majority,Very Low Thresh.,2012,EU_COST(periphery)
60006369,Late Majority,Very Low Thresh.,2015,EU_COST(periphery)
60006460,Laggards,Very Low Thresh.,2017,EU_COST(periphery)
60006461,Late Majority,Very Low Thresh.,2012,EU_COST(periphery)
60006564,Early Majority,High Thresh.,2010,EU_COST(periphery)
60006583,Late Majority,High Thresh.,2013,EU_COST(periphery)
60006635,Late Majority,High Thresh.,2014,EU_COST(periphery)
60006646,Late Majority,High Thresh.,2014,EU_COST(periphery)
60006681,Early Adopters,Low Thresh.,2002,EU_COST(periphery)
60006723,Early Majority,High Thresh.,2010,EU_COST(periphery)
60006754,Early Majority,Low Thresh.,2005,EU_COST(periphery)
60006793,Early Adopters,Very Low Thresh.,2003,EU_COST(periphery)
60006811,Laggards,High Thresh.,2017,EU_COST(periphery)
60006861,Early Majority,High Thresh.,2009,EU_COST(periphery)
60006876,Early Adopters,Low Thresh.,2003,EU_COST(periphery)
60006920,Early Majority,High Thresh.,2007,EU_COST(periphery)
60006948,Late Majority,High Thresh.,2013,EU_COST(periphery)
60007008,Early Adopters,Very Low Thresh.,1996,EU_COST(periphery)
60007010,Late Majority,High Thresh.,2014,EU_COST(periphery)
60007061,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60007067,Late Majority,High Thresh.,2014,EU_COST(periphery)
60007108,Late Majority,High Thresh.,2015,EU_COST(periphery)
60007249,Early Majority,Low Thresh.,2006,EU_COST(periphery)
60007375,Laggards,Low Thresh.,2016,EU_COST(periphery)
60007456,Late Majority,Low Thresh.,2012,EU_COST(periphery)
60007466,Early Adopters,High Thresh.,2002,EU_COST(periphery)
60007592,Early Majority,High Thresh.,2008,EU_COST(periphery)
60007643,Laggards,High Thresh.,2016,EU_COST(periphery)
60007831,Late Majority,High Thresh.,2015,EU_COST(periphery)
60007870,Early Majority,Low Thresh.,2010,EU_COST(periphery)
60007903,Early Majority,High Thresh.,2008,EU_COST(periphery)
60008041,Late Majority,High Thresh.,2013,EU_COST(periphery)
60008043,Late Majority,High Thresh.,2014,EU_COST(periphery)
60008103,Late Majority,Very Low Thresh.,2011,EU_COST(periphery)
60008141,Early Majority,Low Thresh.,2005,EU_COST(periphery)
60008201,Late Majority,Low Thresh.,2012,EU_COST(periphery)
60008222,Early Adopters,High Thresh.,2000,EU_COST(periphery)
60008358,Early Majority,High Thresh.,2008,EU_COST(periphery)
60008408,Late Majority,High Thresh.,2015,EU_COST(periphery)
60008539,Early Adopters,High Thresh.,2001,EU_COST(periphery)
60008613,Laggards,High Thresh.,2017,EU_COST(periphery)
60008643,Laggards,High Thresh.,2017,EU_COST(periphery)
60008760,Early Majority,Low Thresh.,2010,EU_COST(periphery)
60008841,Laggards,High Thresh.,2017,EU_COST(periphery)
60008870,Late Majority,High Thresh.,2011,EU_COST(periphery)
60008948,Early Majority,High Thresh.,2010,EU_COST(periphery)
60008991,Late Majority,Low Thresh.,2014,EU_COST(periphery)
60009071,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60009196,Late Majority,Low Thresh.,2012,EU_COST(periphery)
60009282,Early Adopters,Very Low Thresh.,2001,EU_COST(periphery)
60009305,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60009358,Early Majority,High Thresh.,2006,EU_COST(periphery)
60009410,Early Majority,High Thresh.,2008,EU_COST(periphery)
60009424,Late Majority,High Thresh.,2012,EU_COST(periphery)
60009425,Laggards,High Thresh.,2016,EU_COST(periphery)
60009455,Early Majority,High Thresh.,2009,EU_COST(periphery)
60009466,Late Majority,High Thresh.,2014,EU_COST(periphery)
60009474,Early Majority,High Thresh.,2010,EU_COST(periphery)
60009483,Late Majority,High Thresh.,2014,EU_COST(periphery)
60009565,Late Majority,High Thresh.,2013,EU_COST(periphery)
60009622,Early Majority,High Thresh.,2007,EU_COST(periphery)
60009780,Late Majority,Low Thresh.,2014,EU_COST(periphery)
60009951,Early Adopters,High Thresh.,2002,EU_COST(periphery)
60009952,Late Majority,High Thresh.,2014,EU_COST(periphery)
60009963,Early Adopters,High Thresh.,2001,EU_COST(periphery)
60009968,Early Adopters,Low Thresh.,2004,EU_COST(periphery)
60009999,Early Adopters,High Thresh.,2000,EU_COST(periphery)
60010062,Late Majority,High Thresh.,2013,EU_COST(periphery)
60010104,Late Majority,High Thresh.,2014,EU_COST(periphery)
60010110,Late Majority,Low Thresh.,2014,EU_COST(periphery)
60010146,Laggards,Low Thresh.,2016,EU_COST(periphery)
60010184,Early Majority,High Thresh.,2010,EU_COST(periphery)
60010209,Laggards,High Thresh.,2017,EU_COST(periphery)
60010348,Early Adopters,Low Thresh.,1999,EU_COST(periphery)
60010413,Early Majority,High Thresh.,2010,EU_COST(periphery)
60010612,Early Majority,Low Thresh.,2007,EU_COST(periphery)
60010678,Late Majority,High Thresh.,2011,EU_COST(periphery)
60010769,Early Majority,Very Low Thresh.,2005,EU_COST(periphery)
60010811,Late Majority,Very Low Thresh.,2013,EU_COST(periphery)
60010814,Laggards,High Thresh.,2017,EU_COST(periphery)
60010987,Laggards,High Thresh.,2016,EU_COST(periphery)
60011100,Early Majority,High Thresh.,2009,EU_COST(periphery)
60011149,Early Majority,Very Low Thresh.,2008,EU_COST(periphery)
60011155,Laggards,Low Thresh.,2017,EU_COST(periphery)
60011170,Late Majority,High Thresh.,2012,EU_COST(periphery)
60011202,Early Majority,High Thresh.,2008,EU_COST(periphery)
60011274,Late Majority,High Thresh.,2011,EU_COST(periphery)
60011373,Late Majority,High Thresh.,2012,EU_COST(periphery)
60011394,Early Majority,High Thresh.,2006,EU_COST(periphery)
60011427,Late Majority,Very Low Thresh.,2013,EU_COST(periphery)
60011476,Early Majority,Very Low Thresh.,2008,EU_COST(periphery)
60011512,Early Majority,Very Low Thresh.,2006,EU_COST(periphery)
60011576,Early Adopters,Low Thresh.,2004,EU_COST(periphery)
60011766,Late Majority,High Thresh.,2011,EU_COST(periphery)
60011805,Laggards,Very Low Thresh.,2017,EU_COST(periphery)
60011909,Early Majority,High Thresh.,2009,EU_COST(periphery)
60011918,Laggards,High Thresh.,2017,EU_COST(periphery)
60012003,Laggards,Low Thresh.,2017,EU_COST(periphery)
60012162,Late Majority,Low Thresh.,2015,EU_COST(periphery)
60012259,Early Majority,High Thresh.,2007,EU_COST(periphery)
60012306,Late Majority,High Thresh.,2013,EU_COST(periphery)
60012311,Early Adopters,High Thresh.,2000,EU_COST(periphery)
60012324,Early Majority,Very Low Thresh.,2009,EU_COST(periphery)
60012383,Early Majority,High Thresh.,2010,EU_COST(periphery)
60012413,Laggards,High Thresh.,2017,EU_COST(periphery)
60012511,Late Majority,High Thresh.,2014,EU_COST(periphery)
60012614,Early Adopters,Low Thresh.,2003,EU_COST(periphery)
60012630,Late Majority,High Thresh.,2014,EU_COST(periphery)
60012636,Early Majority,Very Low Thresh.,2005,EU_COST(periphery)
60012753,Early Majority,High Thresh.,2010,EU_COST(periphery)
60012756,Early Majority,Very Low Thresh.,2009,EU_COST(periphery)
60012936,Late Majority,High Thresh.,2015,EU_COST(periphery)
60012937,Early Adopters,High Thresh.,2001,EU_COST(periphery)
60012954,Early Majority,Low Thresh.,2008,EU_COST(periphery)
60013141,Early Adopters,High Thresh.,2002,EU_COST(periphery)
60013333,Early Majority,Very Low Thresh.,2009,EU_COST(periphery)
60013435,Early Majority,Low Thresh.,2009,EU_COST(periphery)
60013703,Late Majority,High Thresh.,2015,EU_COST(periphery)
60013756,Late Majority,High Thresh.,2015,EU_COST(periphery)
60013835,Laggards,High Thresh.,2016,EU_COST(periphery)
60013849,Laggards,High Thresh.,2017,EU_COST(periphery)
60014077,Laggards,High Thresh.,2017,EU_COST(periphery)
60014096,Laggards,High Thresh.,2017,EU_COST(periphery)
60014168,Laggards,High Thresh.,2016,EU_COST(periphery)
60014221,Late Majority,Very Low Thresh.,2015,EU_COST(periphery)
60014241,Late Majority,High Thresh.,2012,EU_COST(periphery)
60014262,Laggards,Low Thresh.,2016,EU_COST(periphery)
60014441,Early Majority,High Thresh.,2007,EU_COST(periphery)
60014497,Late Majority,High Thresh.,2014,EU_COST(periphery)
60014519,Early Majority,Low Thresh.,2009,EU_COST(periphery)
60014596,Laggards,Very Low Thresh.,2017,EU_COST(periphery)
60014655,Late Majority,High Thresh.,2012,EU_COST(periphery)
60014808,Late Majority,Low Thresh.,2011,EU_COST(periphery)
60014930,Late Majority,Low Thresh.,2011,EU_COST(periphery)
60014976,Late Majority,Very Low Thresh.,2015,EU_COST(periphery)
60015098,Laggards,High Thresh.,2017,EU_COST(periphery)
60015179,Late Majority,High Thresh.,2013,EU_COST(periphery)
60015184,Early Adopters,Low Thresh.,1997,EU_COST(periphery)
60015192,Early Majority,Very Low Thresh.,2008,EU_COST(periphery)
60015197,Early Majority,Low Thresh.,2005,EU_COST(periphery)
60015199,Late Majority,Very Low Thresh.,2013,EU_COST(periphery)
60015216,Early Adopters,Low Thresh.,1999,EU_COST(periphery)
60015234,Late Majority,High Thresh.,2012,EU_COST(periphery)
60015300,Early Majority,High Thresh.,2007,EU_COST(periphery)
60015331,Early Majority,Very Low Thresh.,2009,EU_COST(periphery)
60015361,Late Majority,Very Low Thresh.,2013,EU_COST(periphery)
60015375,Early Adopters,Very Low Thresh.,2000,EU_COST(periphery)
60015585,Laggards,Very Low Thresh.,2016,EU_COST(periphery)
60015591,Late Majority,High Thresh.,2013,EU_COST(periphery)
60015826,Early Majority,High Thresh.,2009,EU_COST(periphery)
60015986,Late Majority,High Thresh.,2012,EU_COST(periphery)
60016041,Early Majority,Low Thresh.,2010,EU_COST(periphery)
60016128,Early Adopters,Very Low Thresh.,2003,EU_COST(periphery)
60016147,Early Majority,Low Thresh.,2009,EU_COST(periphery)
60016357,Late Majority,High Thresh.,2015,EU_COST(periphery)
60016437,Early Adopters,High Thresh.,2000,EU_COST(periphery)
60016476,Late Majority,High Thresh.,2012,EU_COST(periphery)
60016605,Early Majority,Low Thresh.,2007,EU_COST(periphery)
60016622,Late Majority,High Thresh.,2011,EU_COST(periphery)
60016809,Late Majority,Very Low Thresh.,2012,EU_COST(periphery)
60016829,Early Majority,Very Low Thresh.,2009,EU_COST(periphery)
60016987,Early Majority,Low Thresh.,2008,EU_COST(periphery)
60017104,Early Adopters,High Thresh.,2003,EU_COST(periphery)
60017107,Late Majority,Very Low Thresh.,2011,EU_COST(periphery)
60017275,Laggards,High Thresh.,2016,EU_COST(periphery)
60017293,Early Adopters,High Thresh.,2002,EU_COST(periphery)
60017344,Late Majority,High Thresh.,2014,EU_COST(periphery)
60017480,Early Adopters,Very Low Thresh.,1998,EU_COST(periphery)
60017563,Early Adopters,High Thresh.,1997,EU_COST(periphery)
60017697,Late Majority,High Thresh.,2015,EU_COST(periphery)
60017750,Laggards,Low Thresh.,2016,EU_COST(periphery)
60017815,Early Majority,Very Low Thresh.,2009,EU_COST(periphery)
60017838,Late Majority,Very Low Thresh.,2012,EU_COST(periphery)
60017905,Early Majority,Low Thresh.,2010,EU_COST(periphery)
60018163,Laggards,Low Thresh.,2017,EU_COST(periphery)
60018363,Early Majority,Low Thresh.,2010,EU_COST(periphery)
60018368,Laggards,High Thresh.,2017,EU_COST(periphery)
60018382,Early Adopters,High Thresh.,1997,EU_COST(periphery)
60018462,Early Adopters,High Thresh.,2000,EU_COST(periphery)
60018505,Late Majority,High Thresh.,2013,EU_COST(periphery)
60018589,Early Majority,Low Thresh.,2009,EU_COST(periphery)
60018597,Late Majority,High Thresh.,2015,EU_COST(periphery)
60018678,Early Majority,Very Low Thresh.,2007,EU_COST(periphery)
60018722,Late Majority,High Thresh.,2014,EU_COST(periphery)
60018940,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60019160,Early Adopters,Low Thresh.,2001,EU_COST(periphery)
60019290,Late Majority,Very Low Thresh.,2013,EU_COST(periphery)
60019295,Early Adopters,Very Low Thresh.,2004,EU_COST(periphery)
60019342,Early Adopters,Very Low Thresh.,2000,EU_COST(periphery)
60019473,Laggards,High Thresh.,2017,EU_COST(periphery)
60019519,Laggards,High Thresh.,2016,EU_COST(periphery)
60019619,Late Majority,High Thresh.,2012,EU_COST(periphery)
60019636,Late Majority,Low Thresh.,2012,EU_COST(periphery)
60019769,Early Majority,High Thresh.,2009,EU_COST(periphery)
60019793,Early Adopters,Low Thresh.,2003,EU_COST(periphery)
60019826,Late Majority,High Thresh.,2012,EU_COST(periphery)
60019987,Late Majority,Low Thresh.,2014,EU_COST(periphery)
60020035,Late Majority,Low Thresh.,2011,EU_COST(periphery)
60020086,Late Majority,High Thresh.,2015,EU_COST(periphery)
60020195,Late Majority,High Thresh.,2011,EU_COST(periphery)
60020261,Late Majority,High Thresh.,2011,EU_COST(periphery)
60020475,Laggards,Low Thresh.,2016,EU_COST(periphery)
60020484,Early Majority,Low Thresh.,2010,EU_COST(periphery)
60020486,Early Adopters,Low Thresh.,2003,EU_COST(periphery)
60020657,Early Majority,High Thresh.,2008,EU_COST(periphery)
60020766,Late Majority,High Thresh.,2014,EU_COST(periphery)
60020771,Early Majority,High Thresh.,2006,EU_COST(periphery)
60020985,Laggards,Low Thresh.,2016,EU_COST(periphery)
60021136,Early Majority,High Thresh.,2009,EU_COST(periphery)
60021199,Early Majority,Very Low Thresh.,2005,EU_COST(periphery)
60021255,Early Adopters,Very Low Thresh.,1997,EU_COST(periphery)
60021283,Early Majority,High Thresh.,2006,EU_COST(periphery)
60021361,Late Majority,High Thresh.,2012,EU_COST(periphery)
60021364,Late Majority,High Thresh.,2012,EU_COST(periphery)
60021421,Late Majority,High Thresh.,2014,EU_COST(periphery)
60021494,Late Majority,High Thresh.,2013,EU_COST(periphery)
60021609,Late Majority,Low Thresh.,2012,EU_COST(periphery)
60021696,Early Adopters,High Thresh.,2001,EU_COST(periphery)
60021859,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60021876,Early Majority,Low Thresh.,2008,EU_COST(periphery)
60022028,Early Majority,Very Low Thresh.,2009,EU_COST(periphery)
60022036,Late Majority,High Thresh.,2011,EU_COST(periphery)
60022068,Early Adopters,Very Low Thresh.,1997,EU_COST(periphery)
60022076,Early Majority,High Thresh.,2006,EU_COST(periphery)
60022119,Late Majority,High Thresh.,2012,EU_COST(periphery)
60022134,Late Majority,High Thresh.,2015,EU_COST(periphery)
60022146,Late Majority,High Thresh.,2013,EU_COST(periphery)
60022229,Late Majority,High Thresh.,2011,EU_COST(periphery)
60022237,Early Majority,High Thresh.,2010,EU_COST(periphery)
60022403,Early Majority,Very Low Thresh.,2005,EU_COST(periphery)
60022410,Early Adopters,Very Low Thresh.,1997,EU_COST(periphery)
60022415,Late Majority,High Thresh.,2012,EU_COST(periphery)
60022428,Early Majority,High Thresh.,2007,EU_COST(periphery)
60022457,Late Majority,High Thresh.,2013,EU_COST(periphery)
60022672,Early Majority,Low Thresh.,2006,EU_COST(periphery)
60022729,Laggards,High Thresh.,2016,EU_COST(periphery)
60022778,Early Majority,High Thresh.,2007,EU_COST(periphery)
60022956,Late Majority,Low Thresh.,2015,EU_COST(periphery)
60023020,Late Majority,Low Thresh.,2011,EU_COST(periphery)
60023085,Laggards,High Thresh.,2017,EU_COST(periphery)
60023146,Late Majority,Very Low Thresh.,2012,EU_COST(periphery)
60023256,Late Majority,High Thresh.,2013,EU_COST(periphery)
60023289,Early Majority,High Thresh.,2005,EU_COST(periphery)
60023355,Late Majority,Very Low Thresh.,2014,EU_COST(periphery)
60023506,Late Majority,High Thresh.,2014,EU_COST(periphery)
60023561,Late Majority,High Thresh.,2012,EU_COST(periphery)
60023588,Early Adopters,Low Thresh.,1997,EU_COST(periphery)
60023610,Early Majority,High Thresh.,2006,EU_COST(periphery)
60023659,Early Adopters,Low Thresh.,2001,EU_COST(periphery)
60023882,Late Majority,Low Thresh.,2012,EU_COST(periphery)
60023955,Late Majority,High Thresh.,2013,EU_COST(periphery)
60024021,Early Majority,Low Thresh.,2008,EU_COST(periphery)
60024053,Late Majority,Very Low Thresh.,2011,EU_COST(periphery)
60024257,Late Majority,High Thresh.,2014,EU_COST(periphery)
60024353,Early Majority,Very Low Thresh.,2005,EU_COST(periphery)
60024417,Laggards,High Thresh.,2016,EU_COST(periphery)
60024419,Late Majority,High Thresh.,2012,EU_COST(periphery)
60024421,Late Majority,Very Low Thresh.,2013,EU_COST(periphery)
60024484,Early Majority,High Thresh.,2008,EU_COST(periphery)
60024521,Early Majority,High Thresh.,2008,EU_COST(periphery)
60024631,Late Majority,Very Low Thresh.,2012,EU_COST(periphery)
60024690,Early Majority,Very Low Thresh.,2007,EU_COST(periphery)
60024695,Early Majority,Very Low Thresh.,2007,EU_COST(periphery)
60024812,Late Majority,High Thresh.,2012,EU_COST(periphery)
60024825,Early Majority,Low Thresh.,2010,EU_COST(periphery)
60025028,Early Adopters,High Thresh.,1999,EU_COST(periphery)
60025063,Early Adopters,Low Thresh.,1999,EU_COST(periphery)
60025153,Early Adopters,Very Low Thresh.,2002,EU_COST(periphery)
60025160,Early Majority,Low Thresh.,2008,EU_COST(periphery)
60025187,Early Adopters,High Thresh.,2001,EU_COST(periphery)
60025235,Laggards,High Thresh.,2017,EU_COST(periphery)
60025668,Early Adopters,Low Thresh.,2002,EU_COST(periphery)
60025703,Early Majority,Very Low Thresh.,2009,EU_COST(periphery)
60025747,Late Majority,High Thresh.,2015,EU_COST(periphery)
60025765,Late Majority,High Thresh.,2011,EU_COST(periphery)
60025812,Late Majority,Very Low Thresh.,2012,EU_COST(periphery)
60025847,Late Majority,High Thresh.,2013,EU_COST(periphery)
60025858,Early Adopters,Low Thresh.,1997,EU_COST(periphery)
60025888,Laggards,High Thresh.,2017,EU_COST(periphery)
60025965,Early Majority,High Thresh.,2008,EU_COST(periphery)
