afid,adoption_class,threshold,toa,region
60004409,Laggards,High Thresh.,2016,ASOC(periphery)
60004424,Laggards,Low Thresh.,2016,ASOC(periphery)
60004582,Late Majority,High Thresh.,2014,ASOC(periphery)
60004750,Late Majority,Low Thresh.,2011,ASOC(periphery)
60005096,Laggards,High Thresh.,2017,ASOC(periphery)
60005147,Laggards,Low Thresh.,2016,ASOC(periphery)
60005353,Late Majority,High Thresh.,2012,ASOC(periphery)
60005502,Late Majority,High Thresh.,2012,ASOC(periphery)
60005510,Early Majority,High Thresh.,2008,ASOC(periphery)
60005686,Early Adopters,High Thresh.,2000,ASOC(periphery)
60005941,Laggards,Low Thresh.,2016,ASOC(periphery)
60006294,Late Majority,Low Thresh.,2015,ASOC(periphery)
60006314,Late Majority,High Thresh.,2015,ASOC(periphery)
60006541,Early Adopters,High Thresh.,1999,ASOC(periphery)
60006625,Laggards,High Thresh.,2016,ASOC(periphery)
60007350,Laggards,Very Low Thresh.,2016,ASOC(periphery)
60008021,Late Majority,High Thresh.,2014,ASOC(periphery)
60008038,Laggards,High Thresh.,2017,ASOC(periphery)
60008221,Late Majority,High Thresh.,2012,ASOC(periphery)
60008263,Early Majority,Very Low Thresh.,2008,ASOC(periphery)
60008419,Late Majority,Low Thresh.,2012,ASOC(periphery)
60008592,Early Adopters,Low Thresh.,1999,ASOC(periphery)
60008648,Late Majority,Very Low Thresh.,2014,ASOC(periphery)
60008920,Laggards,Very Low Thresh.,2017,ASOC(periphery)
60008928,Early Majority,High Thresh.,2010,ASOC(periphery)
60009790,Laggards,Very Low Thresh.,2017,ASOC(periphery)
60010105,Late Majority,High Thresh.,2011,ASOC(periphery)
60010296,Early Majority,Very Low Thresh.,2009,ASOC(periphery)
60010618,Late Majority,Very Low Thresh.,2014,ASOC(periphery)
60011023,Laggards,Very Low Thresh.,2016,ASOC(periphery)
60011103,Laggards,High Thresh.,2017,ASOC(periphery)
60011495,Late Majority,High Thresh.,2015,ASOC(periphery)
60011750,Early Majority,High Thresh.,2009,ASOC(periphery)
60012548,Late Majority,High Thresh.,2012,ASOC(periphery)
60012718,Early Majority,High Thresh.,2008,ASOC(periphery)
60012874,Laggards,High Thresh.,2017,ASOC(periphery)
60012959,Laggards,High Thresh.,2017,ASOC(periphery)
60013041,Early Majority,High Thresh.,2010,ASOC(periphery)
60013183,Late Majority,High Thresh.,2014,ASOC(periphery)
60013689,Laggards,High Thresh.,2017,ASOC(periphery)
60013919,Laggards,Low Thresh.,2016,ASOC(periphery)
60013983,Early Adopters,High Thresh.,2001,ASOC(periphery)
60014012,Laggards,High Thresh.,2017,ASOC(periphery)
60014081,Late Majority,Very Low Thresh.,2013,ASOC(periphery)
60014097,Late Majority,Very Low Thresh.,2012,ASOC(periphery)
60014340,Laggards,Low Thresh.,2017,ASOC(periphery)
60014347,Early Majority,High Thresh.,2009,ASOC(periphery)
60014714,Late Majority,High Thresh.,2014,ASOC(periphery)
60014761,Early Majority,High Thresh.,2009,ASOC(periphery)
60015047,Early Majority,High Thresh.,2007,ASOC(periphery)
60015190,Laggards,Very Low Thresh.,2016,ASOC(periphery)
60015236,Late Majority,High Thresh.,2015,ASOC(periphery)
60015367,Laggards,Low Thresh.,2016,ASOC(periphery)
60015418,Late Majority,Very Low Thresh.,2012,ASOC(periphery)
60015465,Laggards,High Thresh.,2017,ASOC(periphery)
60015597,Laggards,Very Low Thresh.,2016,ASOC(periphery)
60015855,Laggards,Low Thresh.,2017,ASOC(periphery)
60016332,Late Majority,High Thresh.,2011,ASOC(periphery)
60016524,Laggards,High Thresh.,2016,ASOC(periphery)
60016712,Late Majority,High Thresh.,2015,ASOC(periphery)
60016850,Laggards,Very Low Thresh.,2017,ASOC(periphery)
60017161,Early Adopters,High Thresh.,1997,ASOC(periphery)
60017311,Early Adopters,Very Low Thresh.,2003,ASOC(periphery)
60017411,Late Majority,Very Low Thresh.,2015,ASOC(periphery)
60017880,Late Majority,Very Low Thresh.,2013,ASOC(periphery)
60018894,Late Majority,High Thresh.,2011,ASOC(periphery)
60018989,Late Majority,Very Low Thresh.,2013,ASOC(periphery)
60019014,Late Majority,Low Thresh.,2014,ASOC(periphery)
60019102,Laggards,High Thresh.,2016,ASOC(periphery)
60019199,Laggards,Very Low Thresh.,2017,ASOC(periphery)
60020210,Late Majority,High Thresh.,2011,ASOC(periphery)
60020344,Early Adopters,Low Thresh.,2004,ASOC(periphery)
60020376,Laggards,High Thresh.,2016,ASOC(periphery)
60020518,Late Majority,High Thresh.,2012,ASOC(periphery)
60020585,Early Majority,Very Low Thresh.,2009,ASOC(periphery)
60020825,Late Majority,Very Low Thresh.,2013,ASOC(periphery)
60021176,Late Majority,High Thresh.,2015,ASOC(periphery)
60021891,Late Majority,Low Thresh.,2014,ASOC(periphery)
60021927,Early Adopters,Very Low Thresh.,1998,ASOC(periphery)
60021944,Early Majority,Very Low Thresh.,2008,ASOC(periphery)
60021981,Early Adopters,High Thresh.,2003,ASOC(periphery)
60022800,Late Majority,Low Thresh.,2011,ASOC(periphery)
60022927,Laggards,Low Thresh.,2017,ASOC(periphery)
60023202,Early Majority,High Thresh.,2006,ASOC(periphery)
60023330,Late Majority,Very Low Thresh.,2013,ASOC(periphery)
60023483,Laggards,Very Low Thresh.,2017,ASOC(periphery)
60023617,Early Majority,High Thresh.,2009,ASOC(periphery)
60023636,Late Majority,High Thresh.,2013,ASOC(periphery)
60023760,Late Majority,High Thresh.,2012,ASOC(periphery)
60023933,Late Majority,Low Thresh.,2014,ASOC(periphery)
60023994,Late Majority,Low Thresh.,2013,ASOC(periphery)
60024232,Late Majority,High Thresh.,2014,ASOC(periphery)
60024285,Laggards,High Thresh.,2016,ASOC(periphery)
60024594,Early Adopters,High Thresh.,2000,ASOC(periphery)
60024852,Laggards,Low Thresh.,2017,ASOC(periphery)
60025076,Early Majority,High Thresh.,2007,ASOC(periphery)
60025497,Laggards,High Thresh.,2017,ASOC(periphery)
60025577,Late Majority,High Thresh.,2014,ASOC(periphery)
60025710,Early Majority,High Thresh.,2010,ASOC(periphery)
60025757,Late Majority,High Thresh.,2013,ASOC(periphery)
60026293,Early Majority,High Thresh.,2009,ASOC(periphery)
60026326,Early Majority,High Thresh.,2009,ASOC(periphery)
60026499,Early Majority,High Thresh.,2009,ASOC(periphery)
60026680,Early Majority,High Thresh.,2006,ASOC(periphery)
60026730,Early Majority,Very Low Thresh.,2007,ASOC(periphery)
60027171,Late Majority,Very Low Thresh.,2011,ASOC(periphery)
60027315,Late Majority,High Thresh.,2014,ASOC(periphery)
60027365,Late Majority,Very Low Thresh.,2011,ASOC(periphery)
60027708,Late Majority,Very Low Thresh.,2011,ASOC(periphery)
60028079,Laggards,High Thresh.,2017,ASOC(periphery)
60028190,Late Majority,Very Low Thresh.,2012,ASOC(periphery)
60028230,Late Majority,Very Low Thresh.,2012,ASOC(periphery)
60028488,Late Majority,High Thresh.,2014,ASOC(periphery)
60029157,Late Majority,High Thresh.,2011,ASOC(periphery)
60029284,Late Majority,High Thresh.,2014,ASOC(periphery)
60029516,Early Majority,Low Thresh.,2006,ASOC(periphery)
60029533,Late Majority,High Thresh.,2013,ASOC(periphery)
60029749,Early Adopters,High Thresh.,2002,ASOC(periphery)
60029908,Early Majority,Very Low Thresh.,2007,ASOC(periphery)
60030183,Early Majority,High Thresh.,2009,ASOC(periphery)
60030536,Laggards,Low Thresh.,2016,ASOC(periphery)
60030743,Late Majority,High Thresh.,2015,ASOC(periphery)
60031198,Early Adopters,High Thresh.,2004,ASOC(periphery)
60031325,Early Majority,High Thresh.,2007,ASOC(periphery)
60031777,Late Majority,Very Low Thresh.,2014,ASOC(periphery)
60031818,Laggards,Very Low Thresh.,2017,ASOC(periphery)
60031855,Late Majority,Very Low Thresh.,2012,ASOC(periphery)
60032053,Laggards,Low Thresh.,2016,ASOC(periphery)
60032134,Late Majority,High Thresh.,2011,ASOC(periphery)
60032730,Laggards,Very Low Thresh.,2016,ASOC(periphery)
60032873,Laggards,High Thresh.,2017,ASOC(periphery)
60033020,Early Majority,Very Low Thresh.,2007,ASOC(periphery)
60034410,Late Majority,High Thresh.,2012,ASOC(periphery)
60043008,Late Majority,High Thresh.,2012,ASOC(periphery)
60043504,Late Majority,High Thresh.,2014,ASOC(periphery)
60051134,Late Majority,Very Low Thresh.,2011,ASOC(periphery)
60051420,Late Majority,High Thresh.,2013,ASOC(periphery)
60053707,Late Majority,Very Low Thresh.,2011,ASOC(periphery)
60064058,Late Majority,Very Low Thresh.,2011,ASOC(periphery)
60064180,Early Majority,High Thresh.,2010,ASOC(periphery)
60068761,Laggards,High Thresh.,2017,ASOC(periphery)
60068763,Late Majority,High Thresh.,2014,ASOC(periphery)
60069381,Laggards,Very Low Thresh.,2017,ASOC(periphery)
60069392,Late Majority,Very Low Thresh.,2015,ASOC(periphery)
60069497,Laggards,Very Low Thresh.,2016,ASOC(periphery)
60069542,Late Majority,High Thresh.,2015,ASOC(periphery)
60069569,Early Majority,Low Thresh.,2010,ASOC(periphery)
60069596,Laggards,Low Thresh.,2017,ASOC(periphery)
60069830,Late Majority,Very Low Thresh.,2013,ASOC(periphery)
60070395,Laggards,High Thresh.,2016,ASOC(periphery)
60070610,Laggards,Low Thresh.,2016,ASOC(periphery)
60070823,Early Majority,High Thresh.,2006,ASOC(periphery)
60071399,Laggards,Low Thresh.,2017,ASOC(periphery)
60071457,Late Majority,High Thresh.,2014,ASOC(periphery)
60071461,Laggards,Low Thresh.,2016,ASOC(periphery)
60071464,Late Majority,Low Thresh.,2014,ASOC(periphery)
60071488,Laggards,High Thresh.,2017,ASOC(periphery)
60071491,Late Majority,Low Thresh.,2014,ASOC(periphery)
60071494,Late Majority,Very Low Thresh.,2013,ASOC(periphery)
60071495,Early Majority,Low Thresh.,2005,ASOC(periphery)
60071768,Laggards,High Thresh.,2016,ASOC(periphery)
60071780,Late Majority,Very Low Thresh.,2012,ASOC(periphery)
60072022,Laggards,High Thresh.,2017,ASOC(periphery)
60072089,Early Majority,Low Thresh.,2008,ASOC(periphery)
60072432,Late Majority,High Thresh.,2012,ASOC(periphery)
60072643,Laggards,High Thresh.,2017,ASOC(periphery)
60072743,Late Majority,High Thresh.,2015,ASOC(periphery)
60072749,Laggards,High Thresh.,2016,ASOC(periphery)
60076552,Laggards,Very Low Thresh.,2017,ASOC(periphery)
60076761,Late Majority,High Thresh.,2014,ASOC(periphery)
60076774,Laggards,Low Thresh.,2017,ASOC(periphery)
60078085,Laggards,High Thresh.,2016,ASOC(periphery)
60078536,Laggards,High Thresh.,2017,ASOC(periphery)
60078566,Laggards,Low Thresh.,2017,ASOC(periphery)
60078604,Early Majority,High Thresh.,2009,ASOC(periphery)
60078636,Laggards,High Thresh.,2017,ASOC(periphery)
60078730,Late Majority,High Thresh.,2014,ASOC(periphery)
60079443,Laggards,Low Thresh.,2016,ASOC(periphery)
60079452,Late Majority,High Thresh.,2015,ASOC(periphery)
60081868,Laggards,Very Low Thresh.,2016,ASOC(periphery)
60089143,Laggards,Very Low Thresh.,2016,ASOC(periphery)
60089264,Laggards,Low Thresh.,2016,ASOC(periphery)
60091176,Early Majority,High Thresh.,2008,ASOC(periphery)
60092945,Late Majority,Low Thresh.,2012,ASOC(periphery)
60095034,Early Majority,High Thresh.,2010,ASOC(periphery)
60095150,Laggards,High Thresh.,2017,ASOC(periphery)
60097630,Laggards,Very Low Thresh.,2016,ASOC(periphery)
60101552,Laggards,Low Thresh.,2017,ASOC(periphery)
60101858,Late Majority,High Thresh.,2015,ASOC(periphery)
60103563,Early Majority,Very Low Thresh.,2010,ASOC(periphery)
60103615,Late Majority,High Thresh.,2014,ASOC(periphery)
60103628,Late Majority,Low Thresh.,2013,ASOC(periphery)
60103697,Late Majority,High Thresh.,2013,ASOC(periphery)
60103927,Laggards,Low Thresh.,2017,ASOC(periphery)
60104002,Late Majority,High Thresh.,2014,ASOC(periphery)
60104350,Late Majority,Low Thresh.,2012,ASOC(periphery)
60104576,Laggards,High Thresh.,2016,ASOC(periphery)
60104769,Laggards,High Thresh.,2017,ASOC(periphery)
60105168,Late Majority,High Thresh.,2015,ASOC(periphery)
60105222,Laggards,High Thresh.,2017,ASOC(periphery)
60105237,Late Majority,Low Thresh.,2014,ASOC(periphery)
60105479,Late Majority,High Thresh.,2015,ASOC(periphery)
60106293,Laggards,High Thresh.,2017,ASOC(periphery)
60106361,Late Majority,High Thresh.,2012,ASOC(periphery)
60106362,Late Majority,High Thresh.,2012,ASOC(periphery)
60106366,Late Majority,High Thresh.,2011,ASOC(periphery)
60106367,Late Majority,High Thresh.,2013,ASOC(periphery)
60106371,Late Majority,High Thresh.,2012,ASOC(periphery)
60107456,Late Majority,High Thresh.,2012,ASOC(periphery)
60107466,Late Majority,High Thresh.,2012,ASOC(periphery)
60107499,Laggards,Very Low Thresh.,2017,ASOC(periphery)
60110421,Late Majority,High Thresh.,2014,ASOC(periphery)
60110548,Late Majority,High Thresh.,2014,ASOC(periphery)
