afid,adoption_class,threshold,toa,region
112843055,Late Majority,High Thresh.,2013,ASOC(core)
112845689,Late Majority,High Thresh.,2012,ASOC(core)
112850650,Late Majority,High Thresh.,2014,ASOC(core)
112930550,Late Majority,High Thresh.,2013,ASOC(core)
112930745,Laggards,High Thresh.,2016,ASOC(core)
112940478,Late Majority,High Thresh.,2015,ASOC(core)
112985403,Late Majority,High Thresh.,2013,ASOC(core)
113041932,Late Majority,High Thresh.,2015,ASOC(core)
113139490,Laggards,Low Thresh.,2017,ASOC(core)
113201035,Late Majority,High Thresh.,2014,ASOC(core)
113315326,Laggards,High Thresh.,2017,ASOC(core)
113352841,Late Majority,High Thresh.,2015,ASOC(core)
113650296,Late Majority,Low Thresh.,2014,ASOC(core)
113875603,Late Majority,High Thresh.,2015,ASOC(core)
113877552,Late Majority,High Thresh.,2014,ASOC(core)
114037416,Late Majority,High Thresh.,2015,ASOC(core)
114046810,Laggards,High Thresh.,2017,ASOC(core)
114059464,Laggards,Low Thresh.,2017,ASOC(core)
114275167,Laggards,High Thresh.,2016,ASOC(core)
114536129,Laggards,High Thresh.,2017,ASOC(core)
114573226,Laggards,High Thresh.,2017,ASOC(core)
114655857,Laggards,Low Thresh.,2017,ASOC(core)
114684300,Laggards,Very Low Thresh.,2017,ASOC(core)
114817954,Laggards,Low Thresh.,2017,ASOC(core)
114971072,Laggards,Low Thresh.,2017,ASOC(core)
114978682,Laggards,High Thresh.,2016,ASOC(core)
115165150,Laggards,High Thresh.,2017,ASOC(core)
115876312,Laggards,High Thresh.,2017,ASOC(core)
115896551,Laggards,High Thresh.,2016,ASOC(core)
115897375,Laggards,High Thresh.,2017,ASOC(core)
115905424,Laggards,High Thresh.,2016,ASOC(core)
116535922,Laggards,Low Thresh.,2016,ASOC(core)
116614313,Laggards,High Thresh.,2017,ASOC(core)
116676725,Laggards,High Thresh.,2017,ASOC(core)
116878403,Laggards,High Thresh.,2017,ASOC(core)
116887712,Laggards,Low Thresh.,2017,ASOC(core)
117055967,Laggards,High Thresh.,2017,ASOC(core)
117496256,Laggards,High Thresh.,2017,ASOC(core)
117646041,Laggards,High Thresh.,2017,ASOC(core)
117688806,Laggards,Low Thresh.,2016,ASOC(core)
118112777,Laggards,High Thresh.,2017,ASOC(core)
60000005,Late Majority,High Thresh.,2015,ASOC(core)
60000058,Late Majority,High Thresh.,2012,ASOC(core)
60000142,Early Majority,High Thresh.,2008,ASOC(core)
60000174,Late Majority,High Thresh.,2015,ASOC(core)
60000184,Early Adopters,High Thresh.,2004,ASOC(core)
60000196,Laggards,Very Low Thresh.,2016,ASOC(core)
60000264,Early Adopters,Very Low Thresh.,1997,ASOC(core)
60000338,Late Majority,Very Low Thresh.,2013,ASOC(core)
60000402,Laggards,High Thresh.,2016,ASOC(core)
60000656,Early Majority,Very Low Thresh.,2005,ASOC(core)
60000819,Early Majority,High Thresh.,2009,ASOC(core)
60000872,Late Majority,Low Thresh.,2013,ASOC(core)
60000937,Late Majority,High Thresh.,2012,ASOC(core)
60001011,Early Majority,High Thresh.,2008,ASOC(core)
60001018,Early Majority,Low Thresh.,2008,ASOC(core)
60001170,Early Majority,High Thresh.,2008,ASOC(core)
60001187,Late Majority,High Thresh.,2015,ASOC(core)
60001271,Laggards,High Thresh.,2016,ASOC(core)
60001298,Early Majority,High Thresh.,2009,ASOC(core)
60001377,Late Majority,Very Low Thresh.,2014,ASOC(core)
60001455,Late Majority,High Thresh.,2014,ASOC(core)
60001580,Early Adopters,High Thresh.,2004,ASOC(core)
60001604,Early Majority,High Thresh.,2008,ASOC(core)
60001857,Late Majority,High Thresh.,2011,ASOC(core)
60001873,Early Majority,Very Low Thresh.,2007,ASOC(core)
60002033,Early Majority,High Thresh.,2007,ASOC(core)
60002050,Late Majority,High Thresh.,2014,ASOC(core)
60002090,Early Majority,Very Low Thresh.,2005,ASOC(core)
60002106,Late Majority,High Thresh.,2012,ASOC(core)
60002210,Early Majority,High Thresh.,2010,ASOC(core)
60002222,Late Majority,Very Low Thresh.,2015,ASOC(core)
60002296,Laggards,High Thresh.,2017,ASOC(core)
60002299,Late Majority,High Thresh.,2015,ASOC(core)
60002366,Late Majority,High Thresh.,2012,ASOC(core)
60002443,Early Adopters,Very Low Thresh.,2001,ASOC(core)
60002445,Early Majority,Very Low Thresh.,2006,ASOC(core)
60002561,Early Adopters,Low Thresh.,2004,ASOC(core)
60002593,Early Majority,High Thresh.,2010,ASOC(core)
60002773,Late Majority,High Thresh.,2012,ASOC(core)
60002783,Early Majority,High Thresh.,2009,ASOC(core)
60002784,Early Adopters,Very Low Thresh.,2002,ASOC(core)
60002787,Early Majority,High Thresh.,2009,ASOC(core)
60002790,Early Majority,High Thresh.,2009,ASOC(core)
60002813,Late Majority,Low Thresh.,2011,ASOC(core)
60002821,Late Majority,High Thresh.,2014,ASOC(core)
60002833,Late Majority,Low Thresh.,2015,ASOC(core)
60002836,Late Majority,High Thresh.,2014,ASOC(core)
60002877,Late Majority,High Thresh.,2013,ASOC(core)
60002948,Early Majority,Low Thresh.,2007,ASOC(core)
60003013,Late Majority,Low Thresh.,2011,ASOC(core)
60003087,Early Majority,High Thresh.,2009,ASOC(core)
60003105,Late Majority,High Thresh.,2013,ASOC(core)
60003144,Early Majority,High Thresh.,2009,ASOC(core)
60003146,Late Majority,High Thresh.,2014,ASOC(core)
60003181,Late Majority,Very Low Thresh.,2014,ASOC(core)
60003303,Early Majority,High Thresh.,2005,ASOC(core)
60003498,Early Adopters,High Thresh.,2000,ASOC(core)
60003524,Late Majority,High Thresh.,2014,ASOC(core)
60003525,Late Majority,High Thresh.,2014,ASOC(core)
60003533,Early Majority,High Thresh.,2010,ASOC(core)
60003608,Early Majority,High Thresh.,2006,ASOC(core)
60003640,Late Majority,High Thresh.,2013,ASOC(core)
60003641,Late Majority,Low Thresh.,2014,ASOC(core)
60003970,Early Majority,Low Thresh.,2006,ASOC(core)
60003977,Early Majority,High Thresh.,2007,ASOC(core)
60004049,Early Majority,Low Thresh.,2010,ASOC(core)
60004091,Early Majority,Very Low Thresh.,2009,ASOC(core)
60004148,Late Majority,High Thresh.,2013,ASOC(core)
60004225,Late Majority,High Thresh.,2015,ASOC(core)
60004283,Laggards,Low Thresh.,2017,ASOC(core)
60004321,Late Majority,High Thresh.,2012,ASOC(core)
60004395,Early Majority,High Thresh.,2010,ASOC(core)
60004538,Late Majority,High Thresh.,2012,ASOC(core)
60004573,Late Majority,High Thresh.,2011,ASOC(core)
60004630,Laggards,Low Thresh.,2017,ASOC(core)
60004667,Laggards,High Thresh.,2016,ASOC(core)
60004679,Late Majority,Very Low Thresh.,2014,ASOC(core)
60004691,Late Majority,High Thresh.,2015,ASOC(core)
60004739,Early Majority,High Thresh.,2005,ASOC(core)
60004752,Late Majority,High Thresh.,2015,ASOC(core)
60004853,Late Majority,High Thresh.,2012,ASOC(core)
60004879,Laggards,High Thresh.,2016,ASOC(core)
60004948,Late Majority,Low Thresh.,2011,ASOC(core)
60004965,Early Adopters,Low Thresh.,2001,ASOC(core)
60005050,Late Majority,Very Low Thresh.,2013,ASOC(core)
60005083,Laggards,High Thresh.,2017,ASOC(core)
60005101,Late Majority,High Thresh.,2011,ASOC(core)
60005189,Late Majority,Low Thresh.,2014,ASOC(core)
60005202,Late Majority,High Thresh.,2013,ASOC(core)
60005206,Late Majority,High Thresh.,2012,ASOC(core)
60005229,Late Majority,High Thresh.,2015,ASOC(core)
60005244,Late Majority,High Thresh.,2014,ASOC(core)
60005245,Early Adopters,High Thresh.,2001,ASOC(core)
60005273,Early Majority,High Thresh.,2005,ASOC(core)
60005275,Early Majority,High Thresh.,2007,ASOC(core)
60005389,Late Majority,High Thresh.,2011,ASOC(core)
60005429,Early Adopters,Very Low Thresh.,1999,ASOC(core)
60005465,Late Majority,Very Low Thresh.,2012,ASOC(core)
60005500,Late Majority,Low Thresh.,2011,ASOC(core)
60005516,Laggards,Low Thresh.,2016,ASOC(core)
60005581,Late Majority,High Thresh.,2013,ASOC(core)
60005600,Late Majority,High Thresh.,2015,ASOC(core)
60005684,Late Majority,High Thresh.,2011,ASOC(core)
60005815,Early Majority,Very Low Thresh.,2006,ASOC(core)
60005816,Laggards,Very Low Thresh.,2016,ASOC(core)
60005884,Late Majority,High Thresh.,2012,ASOC(core)
60005935,Early Majority,Very Low Thresh.,2006,ASOC(core)
60006019,Late Majority,High Thresh.,2015,ASOC(core)
60006082,Early Adopters,High Thresh.,2002,ASOC(core)
60006106,Laggards,High Thresh.,2017,ASOC(core)
60006154,Early Adopters,Low Thresh.,2004,ASOC(core)
60006170,Early Majority,High Thresh.,2007,ASOC(core)
60006240,Early Majority,High Thresh.,2009,ASOC(core)
60006321,Early Adopters,Very Low Thresh.,1998,ASOC(core)
60006354,Laggards,High Thresh.,2016,ASOC(core)
60006588,Late Majority,High Thresh.,2014,ASOC(core)
60006742,Early Majority,Low Thresh.,2009,ASOC(core)
60006834,Early Majority,High Thresh.,2009,ASOC(core)
60006899,Late Majority,High Thresh.,2014,ASOC(core)
60006925,Late Majority,Low Thresh.,2014,ASOC(core)
60006935,Late Majority,High Thresh.,2015,ASOC(core)
60006988,Late Majority,High Thresh.,2011,ASOC(core)
60007029,Late Majority,Very Low Thresh.,2013,ASOC(core)
60007155,Late Majority,Low Thresh.,2012,ASOC(core)
60007215,Early Majority,Low Thresh.,2007,ASOC(core)
60007269,Late Majority,High Thresh.,2014,ASOC(core)
60007324,Early Majority,High Thresh.,2008,ASOC(core)
60007381,Late Majority,Low Thresh.,2011,ASOC(core)
60007511,Early Majority,Low Thresh.,2006,ASOC(core)
60007522,Early Adopters,Very Low Thresh.,2004,ASOC(core)
60007524,Early Adopters,High Thresh.,2002,ASOC(core)
60007661,Late Majority,High Thresh.,2011,ASOC(core)
60007711,Early Majority,High Thresh.,2010,ASOC(core)
60007807,Late Majority,High Thresh.,2015,ASOC(core)
60007912,Early Majority,High Thresh.,2007,ASOC(core)
60007954,Early Majority,Very Low Thresh.,2010,ASOC(core)
60007976,Late Majority,Very Low Thresh.,2014,ASOC(core)
60008014,Late Majority,High Thresh.,2014,ASOC(core)
60008073,Early Majority,Low Thresh.,2009,ASOC(core)
60008107,Laggards,Low Thresh.,2016,ASOC(core)
60008332,Late Majority,High Thresh.,2012,ASOC(core)
60008435,Early Adopters,High Thresh.,2000,ASOC(core)
60008646,Late Majority,High Thresh.,2012,ASOC(core)
60008691,Laggards,Low Thresh.,2016,ASOC(core)
60008706,Late Majority,High Thresh.,2012,ASOC(core)
60008707,Late Majority,High Thresh.,2015,ASOC(core)
60008762,Early Adopters,High Thresh.,2004,ASOC(core)
60008783,Early Majority,High Thresh.,2009,ASOC(core)
60008872,Late Majority,Very Low Thresh.,2015,ASOC(core)
60008950,Early Adopters,Low Thresh.,2003,ASOC(core)
60008959,Early Adopters,Low Thresh.,2000,ASOC(core)
60009011,Laggards,Low Thresh.,2016,ASOC(core)
60009064,Late Majority,High Thresh.,2015,ASOC(core)
60009086,Laggards,High Thresh.,2016,ASOC(core)
60009102,Late Majority,High Thresh.,2014,ASOC(core)
60009109,Early Adopters,Low Thresh.,2003,ASOC(core)
60009313,Early Majority,Low Thresh.,2010,ASOC(core)
60009400,Laggards,High Thresh.,2017,ASOC(core)
60009471,Early Majority,High Thresh.,2008,ASOC(core)
60009509,Late Majority,Very Low Thresh.,2012,ASOC(core)
60009512,Early Adopters,High Thresh.,1999,ASOC(core)
60009740,Late Majority,High Thresh.,2012,ASOC(core)
60009801,Late Majority,High Thresh.,2014,ASOC(core)
60009825,Early Majority,High Thresh.,2005,ASOC(core)
60009834,Late Majority,Very Low Thresh.,2013,ASOC(core)
60009852,Early Adopters,High Thresh.,2000,ASOC(core)
60009860,Early Adopters,Very Low Thresh.,2004,ASOC(core)
60009885,Early Adopters,High Thresh.,2003,ASOC(core)
60009923,Early Majority,High Thresh.,2005,ASOC(core)
60009950,Laggards,Very Low Thresh.,2016,ASOC(core)
60010037,Early Majority,High Thresh.,2009,ASOC(core)
60010080,Early Majority,Low Thresh.,2009,ASOC(core)
60010170,Late Majority,Low Thresh.,2011,ASOC(core)
60010414,Early Majority,High Thresh.,2005,ASOC(core)
60010432,Late Majority,Very Low Thresh.,2012,ASOC(core)
60010473,Early Adopters,High Thresh.,2004,ASOC(core)
60010484,Late Majority,Low Thresh.,2013,ASOC(core)
60010571,Late Majority,High Thresh.,2011,ASOC(core)
60010580,Laggards,High Thresh.,2017,ASOC(core)
60010591,Late Majority,Very Low Thresh.,2011,ASOC(core)
60010687,Late Majority,High Thresh.,2013,ASOC(core)
60010689,Early Majority,Low Thresh.,2008,ASOC(core)
60010710,Early Majority,High Thresh.,2010,ASOC(core)
60010742,Early Majority,Very Low Thresh.,2005,ASOC(core)
60010752,Laggards,Very Low Thresh.,2016,ASOC(core)
60010848,Laggards,High Thresh.,2017,ASOC(core)
60010851,Late Majority,Very Low Thresh.,2014,ASOC(core)
60010923,Early Majority,Very Low Thresh.,2006,ASOC(core)
60010998,Late Majority,Very Low Thresh.,2013,ASOC(core)
60011001,Early Adopters,Very Low Thresh.,1999,ASOC(core)
60011019,Early Majority,Very Low Thresh.,2005,ASOC(core)
60011047,Early Adopters,Very Low Thresh.,1999,ASOC(core)
60011069,Early Majority,High Thresh.,2009,ASOC(core)
60011234,Late Majority,Very Low Thresh.,2012,ASOC(core)
60011357,Early Majority,Very Low Thresh.,2009,ASOC(core)
60011362,Late Majority,Low Thresh.,2011,ASOC(core)
60011375,Early Majority,High Thresh.,2009,ASOC(core)
60011418,Early Majority,High Thresh.,2005,ASOC(core)
60011549,Late Majority,High Thresh.,2015,ASOC(core)
60011569,Laggards,High Thresh.,2017,ASOC(core)
60011592,Late Majority,High Thresh.,2015,ASOC(core)
60011664,Laggards,Low Thresh.,2016,ASOC(core)
60011715,Late Majority,Very Low Thresh.,2012,ASOC(core)
60011718,Early Majority,Low Thresh.,2006,ASOC(core)
60011796,Early Majority,Low Thresh.,2010,ASOC(core)
60011828,Early Majority,High Thresh.,2010,ASOC(core)
60011846,Late Majority,High Thresh.,2011,ASOC(core)
60011883,Early Adopters,Very Low Thresh.,2003,ASOC(core)
60011975,Early Adopters,High Thresh.,2002,ASOC(core)
60012080,Late Majority,High Thresh.,2012,ASOC(core)
60012141,Early Majority,High Thresh.,2005,ASOC(core)
60012256,Early Majority,High Thresh.,2007,ASOC(core)
60012275,Early Adopters,High Thresh.,2004,ASOC(core)
60012293,Late Majority,Very Low Thresh.,2015,ASOC(core)
60012370,Early Majority,Low Thresh.,2008,ASOC(core)
60012392,Late Majority,High Thresh.,2012,ASOC(core)
60012461,Laggards,High Thresh.,2016,ASOC(core)
60012594,Late Majority,Low Thresh.,2012,ASOC(core)
60012627,Laggards,High Thresh.,2016,ASOC(core)
60012704,Early Adopters,High Thresh.,1997,ASOC(core)
60012736,Laggards,High Thresh.,2017,ASOC(core)
60013157,Early Majority,High Thresh.,2010,ASOC(core)
60013314,Early Majority,High Thresh.,2009,ASOC(core)
60013395,Laggards,High Thresh.,2016,ASOC(core)
60013400,Late Majority,Low Thresh.,2012,ASOC(core)
60013516,Laggards,High Thresh.,2016,ASOC(core)
60013551,Early Majority,Very Low Thresh.,2007,ASOC(core)
60013623,Early Majority,Very Low Thresh.,2007,ASOC(core)
60013625,Early Majority,Low Thresh.,2006,ASOC(core)
60013651,Early Majority,High Thresh.,2009,ASOC(core)
60013682,Early Adopters,Very Low Thresh.,2000,ASOC(core)
60013722,Early Majority,Very Low Thresh.,2010,ASOC(core)
60013789,Late Majority,High Thresh.,2014,ASOC(core)
60013829,Early Adopters,Very Low Thresh.,1997,ASOC(core)
60013866,Late Majority,High Thresh.,2013,ASOC(core)
60013933,Late Majority,High Thresh.,2015,ASOC(core)
60014070,Early Majority,Very Low Thresh.,2006,ASOC(core)
60014072,Late Majority,High Thresh.,2011,ASOC(core)
60014237,Late Majority,High Thresh.,2011,ASOC(core)
60014256,Early Adopters,Low Thresh.,1998,ASOC(core)
60014277,Early Majority,High Thresh.,2008,ASOC(core)
60014279,Laggards,High Thresh.,2016,ASOC(core)
60014454,Late Majority,Low Thresh.,2014,ASOC(core)
60014475,Late Majority,High Thresh.,2012,ASOC(core)
60014643,Late Majority,High Thresh.,2015,ASOC(core)
60014652,Early Adopters,High Thresh.,1998,ASOC(core)
60014729,Laggards,Low Thresh.,2017,ASOC(core)
60014756,Early Adopters,High Thresh.,2004,ASOC(core)
60014891,Laggards,High Thresh.,2017,ASOC(core)
60014925,Early Majority,Very Low Thresh.,2006,ASOC(core)
60014966,Early Adopters,Low Thresh.,2004,ASOC(core)
60014975,Early Majority,Low Thresh.,2007,ASOC(core)
60014982,Early Majority,Low Thresh.,2005,ASOC(core)
60014993,Early Majority,High Thresh.,2010,ASOC(core)
60015050,Late Majority,High Thresh.,2012,ASOC(core)
60015143,Late Majority,High Thresh.,2012,ASOC(core)
60015153,Late Majority,High Thresh.,2013,ASOC(core)
60015296,Laggards,High Thresh.,2017,ASOC(core)
60015356,Late Majority,Very Low Thresh.,2014,ASOC(core)
60015407,Laggards,Very Low Thresh.,2016,ASOC(core)
60015487,Late Majority,Very Low Thresh.,2012,ASOC(core)
60015540,Early Majority,High Thresh.,2010,ASOC(core)
60015550,Early Adopters,Very Low Thresh.,2002,ASOC(core)
60015576,Late Majority,Very Low Thresh.,2014,ASOC(core)
60015644,Late Majority,Very Low Thresh.,2013,ASOC(core)
60015682,Early Adopters,High Thresh.,2000,ASOC(core)
60015698,Laggards,High Thresh.,2017,ASOC(core)
60015742,Late Majority,High Thresh.,2015,ASOC(core)
60015811,Late Majority,High Thresh.,2014,ASOC(core)
60016007,Early Adopters,Low Thresh.,2003,ASOC(core)
60016074,Late Majority,High Thresh.,2015,ASOC(core)
60016209,Laggards,Very Low Thresh.,2016,ASOC(core)
60016329,Late Majority,High Thresh.,2015,ASOC(core)
60016350,Early Adopters,High Thresh.,2003,ASOC(core)
60016372,Early Majority,Low Thresh.,2007,ASOC(core)
60016416,Early Majority,High Thresh.,2008,ASOC(core)
60016424,Laggards,High Thresh.,2016,ASOC(core)
60016433,Late Majority,High Thresh.,2012,ASOC(core)
60016518,Late Majority,High Thresh.,2015,ASOC(core)
60016521,Early Majority,High Thresh.,2010,ASOC(core)
60016648,Early Adopters,High Thresh.,1997,ASOC(core)
60016728,Early Majority,High Thresh.,2010,ASOC(core)
60016912,Early Majority,Very Low Thresh.,2006,ASOC(core)
60016969,Early Adopters,Very Low Thresh.,1998,ASOC(core)
60017010,Early Majority,Very Low Thresh.,2009,ASOC(core)
60017054,Late Majority,Very Low Thresh.,2012,ASOC(core)
60017060,Late Majority,High Thresh.,2014,ASOC(core)
60017179,Early Majority,High Thresh.,2010,ASOC(core)
60017234,Early Majority,Low Thresh.,2010,ASOC(core)
60017373,Laggards,High Thresh.,2016,ASOC(core)
60017396,Laggards,High Thresh.,2016,ASOC(core)
60017442,Early Majority,High Thresh.,2008,ASOC(core)
60017447,Laggards,High Thresh.,2017,ASOC(core)
60017456,Early Majority,Very Low Thresh.,2009,ASOC(core)
60017482,Early Majority,Very Low Thresh.,2009,ASOC(core)
60017483,Early Majority,High Thresh.,2006,ASOC(core)
60017511,Early Majority,Low Thresh.,2010,ASOC(core)
60017585,Late Majority,High Thresh.,2012,ASOC(core)
60017636,Late Majority,High Thresh.,2013,ASOC(core)
60017705,Early Majority,High Thresh.,2010,ASOC(core)
60017716,Early Majority,High Thresh.,2008,ASOC(core)
60017763,Laggards,High Thresh.,2017,ASOC(core)
60017803,Late Majority,High Thresh.,2015,ASOC(core)
60017820,Late Majority,High Thresh.,2013,ASOC(core)
60017837,Laggards,High Thresh.,2016,ASOC(core)
60017899,Early Majority,High Thresh.,2005,ASOC(core)
60017970,Late Majority,Low Thresh.,2015,ASOC(core)
60017991,Late Majority,Low Thresh.,2011,ASOC(core)
60018029,Early Adopters,Very Low Thresh.,2003,ASOC(core)
60018038,Early Adopters,Very Low Thresh.,2003,ASOC(core)
60018205,Early Majority,High Thresh.,2007,ASOC(core)
60018257,Late Majority,Low Thresh.,2015,ASOC(core)
60018279,Laggards,High Thresh.,2017,ASOC(core)
60018308,Late Majority,High Thresh.,2015,ASOC(core)
60018310,Early Majority,Very Low Thresh.,2010,ASOC(core)
60018352,Laggards,High Thresh.,2016,ASOC(core)
60018357,Early Adopters,Very Low Thresh.,2000,ASOC(core)
60018405,Early Majority,High Thresh.,2006,ASOC(core)
60018429,Early Majority,High Thresh.,2008,ASOC(core)
60018486,Late Majority,Low Thresh.,2014,ASOC(core)
60018554,Late Majority,High Thresh.,2014,ASOC(core)
60018600,Early Majority,High Thresh.,2005,ASOC(core)
60018614,Laggards,High Thresh.,2017,ASOC(core)
60018642,Early Adopters,High Thresh.,2001,ASOC(core)
60018704,Laggards,High Thresh.,2016,ASOC(core)
60018805,Early Adopters,High Thresh.,2003,ASOC(core)
60018844,Late Majority,Very Low Thresh.,2013,ASOC(core)
60018873,Early Majority,High Thresh.,2006,ASOC(core)
60018910,Early Majority,High Thresh.,2010,ASOC(core)
60018986,Early Majority,Very Low Thresh.,2008,ASOC(core)
60019092,Early Majority,Low Thresh.,2009,ASOC(core)
60019098,Early Majority,High Thresh.,2008,ASOC(core)
60019118,Early Majority,High Thresh.,2009,ASOC(core)
60019121,Early Majority,Low Thresh.,2010,ASOC(core)
60019226,Early Adopters,High Thresh.,2000,ASOC(core)
60019270,Early Majority,High Thresh.,2008,ASOC(core)
60019303,Laggards,High Thresh.,2017,ASOC(core)
60019338,Late Majority,High Thresh.,2011,ASOC(core)
60019496,Late Majority,High Thresh.,2011,ASOC(core)
60019499,Early Adopters,Low Thresh.,2004,ASOC(core)
60019533,Late Majority,High Thresh.,2015,ASOC(core)
60019544,Early Majority,High Thresh.,2008,ASOC(core)
60019572,Late Majority,High Thresh.,2014,ASOC(core)
60019578,Early Majority,High Thresh.,2009,ASOC(core)
60019579,Late Majority,High Thresh.,2012,ASOC(core)
60019616,Late Majority,Very Low Thresh.,2012,ASOC(core)
60019721,Early Majority,High Thresh.,2009,ASOC(core)
60019823,Early Adopters,High Thresh.,2004,ASOC(core)
60019836,Laggards,High Thresh.,2016,ASOC(core)
60019840,Laggards,High Thresh.,2017,ASOC(core)
60019870,Late Majority,High Thresh.,2013,ASOC(core)
60019939,Early Majority,High Thresh.,2007,ASOC(core)
60020044,Laggards,High Thresh.,2017,ASOC(core)
60020258,Early Majority,High Thresh.,2006,ASOC(core)
60020351,Early Majority,Low Thresh.,2008,ASOC(core)
60020492,Early Majority,Very Low Thresh.,2005,ASOC(core)
60020563,Late Majority,Low Thresh.,2012,ASOC(core)
60020675,Late Majority,High Thresh.,2012,ASOC(core)
60020745,Laggards,High Thresh.,2017,ASOC(core)
60020821,Early Majority,High Thresh.,2007,ASOC(core)
60020828,Laggards,High Thresh.,2016,ASOC(core)
60020829,Early Adopters,High Thresh.,2002,ASOC(core)
60020857,Laggards,High Thresh.,2016,ASOC(core)
60020870,Late Majority,Very Low Thresh.,2013,ASOC(core)
60020918,Late Majority,Low Thresh.,2013,ASOC(core)
60020984,Laggards,Very Low Thresh.,2016,ASOC(core)
60021016,Late Majority,High Thresh.,2014,ASOC(core)
60021062,Early Majority,Very Low Thresh.,2007,ASOC(core)
60021116,Early Adopters,High Thresh.,2003,ASOC(core)
60021119,Late Majority,High Thresh.,2012,ASOC(core)
60021120,Early Adopters,High Thresh.,2000,ASOC(core)
60021182,Early Majority,Very Low Thresh.,2005,ASOC(core)
60021200,Early Majority,Low Thresh.,2008,ASOC(core)
60021238,Early Majority,Low Thresh.,2007,ASOC(core)
60021296,Late Majority,High Thresh.,2012,ASOC(core)
60021326,Early Majority,High Thresh.,2010,ASOC(core)
60021353,Early Adopters,Low Thresh.,2004,ASOC(core)
60021449,Laggards,High Thresh.,2017,ASOC(core)
60021456,Laggards,High Thresh.,2016,ASOC(core)
60021474,Early Adopters,High Thresh.,2004,ASOC(core)
60021475,Early Majority,Low Thresh.,2010,ASOC(core)
60021523,Early Adopters,High Thresh.,2001,ASOC(core)
