afid,adoption_class,threshold,toa,region
60000948,Late Majority,High Thresh.,2011,North America
60000986,Early Adopters,Very Low Thresh.,2001,North America
60001001,Early Majority,High Thresh.,2005,North America
60001115,Early Majority,Very Low Thresh.,2007,North America
60001117,Early Adopters,Low Thresh.,1997,North America
60001224,Laggards,High Thresh.,2016,North America
60001303,Early Majority,High Thresh.,2010,North America
60001344,Early Adopters,Very Low Thresh.,1997,North America
60001361,Early Adopters,High Thresh.,2004,North America
60001362,Late Majority,High Thresh.,2013,North America
60001413,Late Majority,High Thresh.,2011,North America
60001426,Early Majority,High Thresh.,2010,North America
60001439,Early Adopters,Low Thresh.,1997,North America
60001440,Early Adopters,High Thresh.,2001,North America
60001456,Late Majority,High Thresh.,2013,North America
60001462,Late Majority,High Thresh.,2011,North America
60001525,Early Majority,High Thresh.,2006,North America
60001526,Early Majority,Low Thresh.,2008,North America
60001527,Laggards,Low Thresh.,2017,North America
60001536,Early Adopters,Very Low Thresh.,2004,North America
60001555,Late Majority,Very Low Thresh.,2014,North America
60001562,Late Majority,Very Low Thresh.,2014,North America
60001609,Early Majority,High Thresh.,2006,North America
60001647,Early Adopters,Very Low Thresh.,2002,North America
60001673,Early Adopters,High Thresh.,2000,North America
60001681,Early Majority,High Thresh.,2008,North America
60001769,Early Majority,Very Low Thresh.,2007,North America
60001844,Late Majority,High Thresh.,2015,North America
60001931,Laggards,High Thresh.,2017,North America
60002023,Early Majority,Very Low Thresh.,2006,North America
60002053,Laggards,Low Thresh.,2017,North America
60002058,Late Majority,Low Thresh.,2011,North America
60002092,Early Adopters,High Thresh.,2003,North America
60002173,Early Adopters,Low Thresh.,1998,North America
60002194,Early Majority,Very Low Thresh.,2007,North America
60002214,Early Majority,High Thresh.,2010,North America
60002227,Early Majority,Very Low Thresh.,2008,North America
60002228,Early Adopters,High Thresh.,2004,North America
60002243,Laggards,Low Thresh.,2017,North America
60002262,Laggards,Low Thresh.,2016,North America
60002306,Early Adopters,High Thresh.,2001,North America
60002337,Laggards,Low Thresh.,2016,North America
60002339,Early Majority,High Thresh.,2008,North America
60002388,Early Adopters,Very Low Thresh.,1998,North America
60002396,Early Majority,Low Thresh.,2006,North America
60002441,Early Adopters,Low Thresh.,1998,North America
60002462,Late Majority,Very Low Thresh.,2012,North America
60002476,Early Majority,Very Low Thresh.,2007,North America
60002494,Early Adopters,Low Thresh.,1998,North America
60002507,Early Adopters,Low Thresh.,2002,North America
60002526,Early Majority,High Thresh.,2009,North America
60002557,Late Majority,High Thresh.,2013,North America
60002600,Early Adopters,High Thresh.,2001,North America
60002645,Late Majority,High Thresh.,2015,North America
60002717,Early Majority,Very Low Thresh.,2010,North America
60002746,Early Adopters,Low Thresh.,1996,North America
60002804,Late Majority,High Thresh.,2014,North America
60002860,Early Adopters,High Thresh.,2003,North America
60002873,Late Majority,Very Low Thresh.,2013,North America
60002878,Early Adopters,Low Thresh.,2004,North America
60002896,Early Majority,Low Thresh.,2007,North America
60003088,Early Majority,High Thresh.,2005,North America
60003103,Laggards,Low Thresh.,2016,North America
60003122,Early Adopters,Very Low Thresh.,1998,North America
60003158,Early Adopters,Very Low Thresh.,2001,North America
60003160,Laggards,High Thresh.,2017,North America
60003171,Early Majority,Very Low Thresh.,2006,North America
60003212,Early Adopters,Very Low Thresh.,2002,North America
60003214,Early Majority,Low Thresh.,2009,North America
60003238,Early Majority,High Thresh.,2006,North America
60003261,Laggards,High Thresh.,2016,North America
60003269,Early Adopters,High Thresh.,1998,North America
60003309,Early Adopters,High Thresh.,2002,North America
60003372,Late Majority,High Thresh.,2014,North America
60003443,Early Majority,High Thresh.,2005,North America
60003467,Early Majority,Very Low Thresh.,2007,North America
60003471,Laggards,High Thresh.,2017,North America
60003500,Early Adopters,High Thresh.,2000,North America
60003512,Early Adopters,Very Low Thresh.,2003,North America
60003526,Early Adopters,Low Thresh.,1998,North America
60003545,Early Adopters,Low Thresh.,2004,North America
60003625,Early Adopters,High Thresh.,2000,North America
60003711,Early Adopters,High Thresh.,1998,North America
60003723,Early Adopters,Very Low Thresh.,2004,North America
60003742,Late Majority,High Thresh.,2012,North America
60003828,Early Adopters,High Thresh.,2002,North America
60003892,Early Adopters,Low Thresh.,2004,North America
60003915,Early Adopters,High Thresh.,1998,North America
60003937,Early Adopters,Low Thresh.,2004,North America
60003952,Late Majority,Very Low Thresh.,2013,North America
60003999,Early Adopters,Low Thresh.,1997,North America
60004109,Early Adopters,Very Low Thresh.,2003,North America
60004164,Late Majority,High Thresh.,2013,North America
60004179,Early Adopters,Very Low Thresh.,1999,North America
60004270,Early Majority,High Thresh.,2005,North America
60004354,Early Majority,High Thresh.,2008,North America
60004388,Laggards,High Thresh.,2016,North America
60004686,Early Majority,Low Thresh.,2008,North America
60004760,Early Adopters,High Thresh.,2003,North America
60004772,Late Majority,High Thresh.,2015,North America
60004791,Early Majority,High Thresh.,2010,North America
60004803,Early Adopters,Low Thresh.,2001,North America
60004876,Late Majority,High Thresh.,2011,North America
60004923,Early Adopters,High Thresh.,1999,North America
60004942,Early Majority,Very Low Thresh.,2009,North America
60005007,Late Majority,High Thresh.,2011,North America
60005081,Early Majority,High Thresh.,2007,North America
60005085,Late Majority,Very Low Thresh.,2015,North America
60005170,Early Majority,Very Low Thresh.,2010,North America
60005200,Early Adopters,High Thresh.,1998,North America
60005208,Early Majority,Very Low Thresh.,2007,North America
60005246,Late Majority,High Thresh.,2012,North America
60005247,Early Adopters,High Thresh.,2000,North America
60005248,Early Adopters,Low Thresh.,1997,North America
60005280,Late Majority,High Thresh.,2014,North America
60005281,Early Adopters,Very Low Thresh.,2003,North America
60005286,Early Adopters,High Thresh.,2004,North America
60005290,Early Majority,High Thresh.,2005,North America
60005449,Late Majority,Very Low Thresh.,2014,North America
60005455,Early Adopters,Low Thresh.,2000,North America
60005469,Early Majority,High Thresh.,2006,North America
60005532,Laggards,High Thresh.,2016,North America
60005558,Early Majority,High Thresh.,2009,North America
60005576,Late Majority,High Thresh.,2013,North America
60005583,Early Majority,High Thresh.,2006,North America
60005610,Early Majority,High Thresh.,2009,North America
60005708,Early Majority,High Thresh.,2005,North America
60005723,Early Adopters,Low Thresh.,2004,North America
60005745,Early Majority,Low Thresh.,2005,North America
60005775,Early Majority,Very Low Thresh.,2008,North America
60005837,Early Adopters,Very Low Thresh.,1997,North America
60005845,Laggards,High Thresh.,2017,North America
60005856,Early Adopters,High Thresh.,2003,North America
60005860,Late Majority,High Thresh.,2011,North America
60006173,Early Adopters,High Thresh.,1999,North America
60006183,Early Majority,High Thresh.,2009,North America
60006198,Early Majority,High Thresh.,2007,North America
60006221,Late Majority,Low Thresh.,2014,North America
60006281,Early Adopters,High Thresh.,1999,North America
60006297,Early Adopters,Low Thresh.,1996,North America
60006320,Early Majority,High Thresh.,2009,North America
60006322,Late Majority,High Thresh.,2015,North America
60006385,Early Adopters,High Thresh.,1998,North America
60006404,Early Adopters,High Thresh.,1997,North America
60006455,Early Majority,High Thresh.,2009,North America
60006475,Early Adopters,Very Low Thresh.,1998,North America
60006511,Late Majority,High Thresh.,2011,North America
60006514,Early Adopters,Very Low Thresh.,2003,North America
60006549,Laggards,Very Low Thresh.,2017,North America
60006558,Early Majority,High Thresh.,2005,North America
60006577,Early Adopters,Low Thresh.,1999,North America
60006594,Late Majority,High Thresh.,2014,North America
60006725,Early Majority,High Thresh.,2008,North America
60006762,Late Majority,High Thresh.,2012,North America
60006832,Early Majority,High Thresh.,2005,North America
60006840,Early Adopters,High Thresh.,2004,North America
60006894,Early Majority,Very Low Thresh.,2009,North America
60006929,Early Majority,High Thresh.,2007,North America
60006989,Early Adopters,High Thresh.,2000,North America
60007027,Early Majority,High Thresh.,2009,North America
60007033,Late Majority,Very Low Thresh.,2011,North America
60007056,Early Majority,Low Thresh.,2009,North America
60007103,Early Adopters,Very Low Thresh.,2000,North America
60007128,Late Majority,High Thresh.,2015,North America
60007174,Early Adopters,High Thresh.,2004,North America
60007200,Late Majority,Very Low Thresh.,2011,North America
60007241,Laggards,Very Low Thresh.,2017,North America
60007267,Early Adopters,Low Thresh.,2004,North America
60007278,Early Adopters,High Thresh.,1998,North America
60007363,Early Majority,High Thresh.,2006,North America
60007421,Late Majority,Very Low Thresh.,2015,North America
60007474,Early Majority,High Thresh.,2009,North America
60007488,Early Majority,High Thresh.,2008,North America
60007517,Early Adopters,High Thresh.,2000,North America
60007541,Early Majority,Low Thresh.,2010,North America
60007554,Early Adopters,Very Low Thresh.,2004,North America
60007566,Early Adopters,High Thresh.,2002,North America
60007567,Early Adopters,High Thresh.,2004,North America
60007594,Early Majority,High Thresh.,2008,North America
60007595,Early Majority,High Thresh.,2007,North America
60007606,Laggards,High Thresh.,2016,North America
60007651,Early Adopters,Very Low Thresh.,2000,North America
60007655,Late Majority,High Thresh.,2011,North America
60007677,Early Adopters,Very Low Thresh.,2003,North America
60007740,Early Adopters,High Thresh.,2004,North America
60007776,Early Adopters,High Thresh.,1998,North America
60007801,Laggards,Low Thresh.,2016,North America
60007828,Early Adopters,Very Low Thresh.,2002,North America
60007884,Late Majority,High Thresh.,2015,North America
60007930,Early Adopters,Low Thresh.,2004,North America
60007977,Late Majority,Very Low Thresh.,2014,North America
60007988,Early Majority,High Thresh.,2010,North America
60007995,Early Majority,High Thresh.,2008,North America
60007997,Early Adopters,Low Thresh.,2003,North America
60008032,Early Majority,High Thresh.,2009,North America
60008130,Early Majority,High Thresh.,2005,North America
60008270,Late Majority,High Thresh.,2015,North America
60008279,Early Adopters,High Thresh.,2004,North America
60008308,Laggards,Low Thresh.,2016,North America
60008423,Late Majority,High Thresh.,2014,North America
60008438,Early Adopters,Low Thresh.,2000,North America
60008599,Early Adopters,Very Low Thresh.,2000,North America
60008609,Late Majority,High Thresh.,2012,North America
60008634,Early Majority,High Thresh.,2005,North America
60008666,Early Majority,Very Low Thresh.,2007,North America
60008667,Late Majority,Very Low Thresh.,2015,North America
60008724,Early Adopters,High Thresh.,1999,North America
60008738,Early Majority,High Thresh.,2007,North America
60008768,Late Majority,High Thresh.,2011,North America
60008772,Early Adopters,High Thresh.,1998,North America
60008789,Laggards,High Thresh.,2017,North America
60008926,Early Majority,Low Thresh.,2010,North America
60008978,Early Majority,High Thresh.,2010,North America
60008980,Laggards,Very Low Thresh.,2017,North America
60009060,Early Majority,High Thresh.,2009,North America
60009084,Early Majority,High Thresh.,2005,North America
60009164,Late Majority,High Thresh.,2014,North America
60009205,Early Majority,High Thresh.,2005,North America
60009226,Early Majority,High Thresh.,2006,North America
60009254,Early Adopters,Very Low Thresh.,1999,North America
60009343,Early Majority,High Thresh.,2005,North America
60009389,Early Majority,High Thresh.,2005,North America
60009408,Early Adopters,Very Low Thresh.,2002,North America
60009415,Early Majority,High Thresh.,2009,North America
60009441,Laggards,High Thresh.,2016,North America
60009470,Early Adopters,Low Thresh.,1998,North America
60009500,Early Majority,Very Low Thresh.,2009,North America
60009507,Early Adopters,Low Thresh.,2003,North America
60009543,Late Majority,Very Low Thresh.,2011,North America
60009611,Early Majority,High Thresh.,2006,North America
60009635,Late Majority,High Thresh.,2011,North America
60009657,Early Majority,High Thresh.,2010,North America
60009697,Early Adopters,Low Thresh.,2001,North America
60009788,Early Adopters,High Thresh.,2003,North America
60009796,Early Majority,High Thresh.,2006,North America
60009804,Laggards,Low Thresh.,2017,North America
60009828,Laggards,High Thresh.,2017,North America
60009831,Late Majority,Very Low Thresh.,2014,North America
60009839,Early Majority,High Thresh.,2009,North America
60009841,Late Majority,Very Low Thresh.,2012,North America
60009861,Early Adopters,High Thresh.,1999,North America
60009866,Early Adopters,High Thresh.,2000,North America
60009875,Early Majority,High Thresh.,2009,North America
60009972,Late Majority,High Thresh.,2015,North America
60009982,Early Adopters,Very Low Thresh.,1996,North America
60010029,Laggards,High Thresh.,2016,North America
60010065,Early Majority,High Thresh.,2005,North America
60010073,Late Majority,Low Thresh.,2014,North America
60010079,Early Majority,High Thresh.,2010,North America
60010237,Early Adopters,High Thresh.,2002,North America
60010261,Early Adopters,High Thresh.,1999,North America
60010307,Early Majority,High Thresh.,2010,North America
60010313,Early Adopters,High Thresh.,2002,North America
60010339,Laggards,Low Thresh.,2017,North America
60010342,Late Majority,Low Thresh.,2014,North America
60010360,Late Majority,Low Thresh.,2014,North America
60010365,Early Adopters,High Thresh.,2001,North America
60010374,Early Majority,Very Low Thresh.,2007,North America
60010491,Early Majority,Very Low Thresh.,2005,North America
60010584,Early Majority,High Thresh.,2007,North America
60010730,Laggards,High Thresh.,2017,North America
60010756,Early Majority,Very Low Thresh.,2005,North America
60010803,Early Majority,High Thresh.,2005,North America
60010806,Early Majority,High Thresh.,2006,North America
60010833,Early Adopters,Low Thresh.,2000,North America
60010853,Late Majority,High Thresh.,2012,North America
60010861,Laggards,High Thresh.,2017,North America
60010884,Early Adopters,Very Low Thresh.,1997,North America
60010887,Early Adopters,High Thresh.,2004,North America
60010905,Early Majority,High Thresh.,2006,North America
60010910,Late Majority,Low Thresh.,2012,North America
60010966,Late Majority,Very Low Thresh.,2011,North America
60010971,Late Majority,High Thresh.,2013,North America
60011132,Early Majority,Very Low Thresh.,2005,North America
60011278,Early Majority,Low Thresh.,2008,North America
60011339,Early Majority,High Thresh.,2010,North America
60011347,Early Majority,High Thresh.,2005,North America
60011393,Late Majority,High Thresh.,2015,North America
60011455,Early Majority,High Thresh.,2008,North America
60011460,Early Adopters,Very Low Thresh.,2004,North America
60011479,Laggards,High Thresh.,2016,North America
60011484,Early Adopters,Low Thresh.,2003,North America
60011528,Laggards,Low Thresh.,2017,North America
60011542,Late Majority,High Thresh.,2013,North America
60011547,Late Majority,High Thresh.,2013,North America
60011550,Early Adopters,High Thresh.,2004,North America
60011605,Early Adopters,High Thresh.,2004,North America
60011666,Early Adopters,Very Low Thresh.,2004,North America
60011677,Late Majority,High Thresh.,2014,North America
60011754,Early Adopters,High Thresh.,1998,North America
60011765,Early Adopters,Low Thresh.,2001,North America
60011832,Late Majority,High Thresh.,2011,North America
60011845,Early Majority,High Thresh.,2007,North America
60011873,Late Majority,High Thresh.,2011,North America
60011889,Late Majority,High Thresh.,2014,North America
60011951,Early Adopters,Low Thresh.,2001,North America
60011976,Late Majority,Low Thresh.,2013,North America
60012018,Early Majority,High Thresh.,2007,North America
60012028,Early Majority,Low Thresh.,2007,North America
60012181,Late Majority,High Thresh.,2015,North America
60012270,Early Majority,High Thresh.,2006,North America
60012286,Late Majority,High Thresh.,2012,North America
60012317,Early Adopters,Very Low Thresh.,1996,North America
60012387,Early Majority,High Thresh.,2005,North America
60012445,Early Adopters,Low Thresh.,2002,North America
60012468,Early Majority,High Thresh.,2005,North America
60012516,Laggards,Very Low Thresh.,2016,North America
60012553,Early Adopters,Low Thresh.,1999,North America
60012641,Early Majority,Very Low Thresh.,2007,North America
60012708,Early Adopters,High Thresh.,2002,North America
60012734,Late Majority,Low Thresh.,2013,North America
60012771,Early Adopters,High Thresh.,2001,North America
60012786,Laggards,Low Thresh.,2017,North America
60012831,Early Majority,High Thresh.,2007,North America
60012856,Early Majority,Very Low Thresh.,2007,North America
60012918,Early Majority,Very Low Thresh.,2010,North America
60012957,Early Majority,High Thresh.,2006,North America
60012981,Early Adopters,Very Low Thresh.,1998,North America
60013060,Late Majority,Very Low Thresh.,2012,North America
60013096,Late Majority,High Thresh.,2012,North America
60013099,Late Majority,Very Low Thresh.,2013,North America
60013123,Early Majority,High Thresh.,2008,North America
60013223,Late Majority,Very Low Thresh.,2011,North America
60013227,Early Majority,High Thresh.,2005,North America
60013234,Early Majority,Very Low Thresh.,2009,North America
60013278,Late Majority,Very Low Thresh.,2013,North America
60013335,Late Majority,High Thresh.,2011,North America
60013340,Early Adopters,Very Low Thresh.,1998,North America
60013369,Early Adopters,High Thresh.,2001,North America
60013372,Early Adopters,Very Low Thresh.,1998,North America
60013402,Early Adopters,Low Thresh.,1997,North America
60013404,Early Majority,Very Low Thresh.,2010,North America
60013409,Early Adopters,Very Low Thresh.,1998,North America
60013609,Early Adopters,Very Low Thresh.,2000,North America
60013610,Early Majority,Low Thresh.,2008,North America
60013671,Late Majority,Very Low Thresh.,2013,North America
60013780,Early Adopters,High Thresh.,1998,North America
60013791,Early Majority,Low Thresh.,2006,North America
60013813,Early Majority,High Thresh.,2010,North America
60013871,Early Majority,High Thresh.,2009,North America
60013936,Laggards,High Thresh.,2016,North America
60013959,Early Adopters,Low Thresh.,1999,North America
60013994,Late Majority,High Thresh.,2013,North America
60014014,Late Majority,High Thresh.,2011,North America
60014054,Early Adopters,Very Low Thresh.,1997,North America
60014146,Late Majority,High Thresh.,2012,North America
60014171,Early Adopters,High Thresh.,2001,North America
60014232,Early Adopters,Low Thresh.,1998,North America
60014313,Early Adopters,High Thresh.,2000,North America
60014334,Early Adopters,High Thresh.,1999,North America
60014439,Early Adopters,Low Thresh.,1997,North America
60014455,Late Majority,Low Thresh.,2013,North America
60014468,Late Majority,Low Thresh.,2015,North America
60014491,Early Majority,High Thresh.,2010,North America
60014567,Early Adopters,Very Low Thresh.,2003,North America
60014569,Early Majority,Very Low Thresh.,2009,North America
60014611,Early Adopters,Low Thresh.,1998,North America
60014653,Early Adopters,High Thresh.,2001,North America
60014662,Late Majority,High Thresh.,2011,North America
60014739,Early Adopters,Low Thresh.,2000,North America
60014754,Early Adopters,Very Low Thresh.,2000,North America
60014825,Laggards,High Thresh.,2016,North America
60014933,Early Majority,Low Thresh.,2009,North America
60014952,Late Majority,High Thresh.,2011,North America
60014968,Early Majority,High Thresh.,2009,North America
60015018,Laggards,High Thresh.,2016,North America
60015023,Early Adopters,High Thresh.,2001,North America
60015057,Late Majority,High Thresh.,2014,North America
60015112,Early Majority,High Thresh.,2010,North America
60015140,Early Majority,Low Thresh.,2009,North America
60015161,Late Majority,High Thresh.,2012,North America
60015183,Early Majority,Very Low Thresh.,2006,North America
60015186,Early Adopters,Very Low Thresh.,1997,North America
60015206,Early Majority,Low Thresh.,2006,North America
60015257,Early Majority,High Thresh.,2010,North America
60015272,Early Majority,Low Thresh.,2008,North America
60015277,Early Adopters,High Thresh.,2003,North America
60015278,Laggards,High Thresh.,2016,North America
60015404,Early Majority,Low Thresh.,2006,North America
60015457,Early Majority,Low Thresh.,2007,North America
60015481,Early Adopters,High Thresh.,1997,North America
60015527,Early Majority,High Thresh.,2008,North America
60015543,Early Majority,High Thresh.,2006,North America
60015564,Late Majority,High Thresh.,2013,North America
60015573,Early Majority,Very Low Thresh.,2008,North America
60015574,Early Adopters,High Thresh.,2003,North America
60015615,Late Majority,Very Low Thresh.,2012,North America
60015639,Early Majority,High Thresh.,2008,North America
60015664,Late Majority,High Thresh.,2012,North America
60015717,Laggards,Very Low Thresh.,2017,North America
60015720,Early Majority,High Thresh.,2006,North America
60015753,Early Majority,High Thresh.,2008,North America
60015765,Late Majority,High Thresh.,2015,North America
60015849,Early Adopters,High Thresh.,2002,North America
60015881,Early Adopters,High Thresh.,2004,North America
60015891,Early Majority,High Thresh.,2005,North America
60015913,Early Adopters,Very Low Thresh.,2000,North America
60015941,Early Adopters,Very Low Thresh.,2001,North America
60016005,Early Adopters,Very Low Thresh.,1997,North America
60016053,Early Adopters,Very Low Thresh.,2004,North America
60016069,Laggards,High Thresh.,2017,North America
60016081,Laggards,Very Low Thresh.,2016,North America
60016173,Early Majority,High Thresh.,2006,North America
60016200,Late Majority,High Thresh.,2013,North America
60016247,Late Majority,High Thresh.,2011,North America
60016257,Laggards,High Thresh.,2017,North America
60016261,Early Majority,Very Low Thresh.,2005,North America
60016280,Early Adopters,High Thresh.,2002,North America
60016326,Laggards,High Thresh.,2017,North America
60016344,Late Majority,High Thresh.,2015,North America
60016497,Late Majority,High Thresh.,2013,North America
60016602,Late Majority,Low Thresh.,2014,North America
60016619,Early Adopters,Low Thresh.,1997,North America
60016634,Early Majority,Very Low Thresh.,2009,North America
60016643,Laggards,High Thresh.,2017,North America
60016660,Late Majority,Very Low Thresh.,2012,North America
60016662,Late Majority,High Thresh.,2013,North America
60016730,Late Majority,High Thresh.,2011,North America
60016733,Early Adopters,Very Low Thresh.,2002,North America
60016782,Early Adopters,Low Thresh.,1998,North America
60016849,Early Adopters,High Thresh.,1997,North America
60016983,Early Majority,Very Low Thresh.,2007,North America
60017018,Late Majority,Low Thresh.,2012,North America
60017031,Early Majority,High Thresh.,2006,North America
60017093,Laggards,Low Thresh.,2017,North America
60017094,Laggards,Low Thresh.,2017,North America
60017130,Early Adopters,Very Low Thresh.,2003,North America
60017216,Early Majority,High Thresh.,2010,North America
60017252,Early Majority,High Thresh.,2008,North America
60017336,Early Majority,High Thresh.,2006,North America
60017367,Early Majority,Low Thresh.,2009,North America
60017412,Early Majority,High Thresh.,2005,North America
60017457,Late Majority,High Thresh.,2015,North America
60017592,Early Majority,Very Low Thresh.,2009,North America
60017606,Late Majority,High Thresh.,2013,North America
60017672,Early Adopters,Low Thresh.,2000,North America
60017777,Early Adopters,Low Thresh.,1997,North America
60017994,Early Adopters,High Thresh.,2004,North America
60018043,Late Majority,High Thresh.,2012,North America
60018141,Late Majority,Low Thresh.,2011,North America
60018179,Early Adopters,High Thresh.,2002,North America
