afid,adoption_class,threshold,toa,region
100780992,Early Majority,High Thresh.,2005,EU_COST(core)
100789842,Late Majority,High Thresh.,2011,LAZEN
100791792,Late Majority,High Thresh.,2011,North America
100795574,Late Majority,High Thresh.,2012,ASOC(core)
100806537,Late Majority,Low Thresh.,2015,EU_COST(core)
100822600,Early Majority,High Thresh.,2007,EU_COST(core)
100824701,Early Majority,High Thresh.,2008,North America
100851172,Late Majority,High Thresh.,2015,EU_COST(core)
100852289,Early Adopters,High Thresh.,2003,North America
100875252,Late Majority,Low Thresh.,2012,North America
100893996,Late Majority,High Thresh.,2014,ASOC(core)
100948646,Early Adopters,Low Thresh.,2004,EU_COST(core)
101007847,Early Majority,High Thresh.,2010,EU_COST(core)
101048799,Late Majority,Very Low Thresh.,2014,North America
101070301,Late Majority,High Thresh.,2012,North America
101108750,Laggards,High Thresh.,2017,North America
101120209,Late Majority,High Thresh.,2014,EU_COST(periphery)
101220308,Late Majority,High Thresh.,2012,North America
101224310,Late Majority,High Thresh.,2013,North America
101280584,Late Majority,High Thresh.,2015,North America
101330542,Laggards,High Thresh.,2017,EU_COST(periphery)
101347519,Laggards,High Thresh.,2016,EU_COST(core)
101364708,Late Majority,High Thresh.,2013,ASOC(core)
101365462,Early Majority,High Thresh.,2009,EU_COST(core)
101431855,Late Majority,High Thresh.,2013,North America
101512740,Early Majority,High Thresh.,2009,ASOC(core)
101586902,Early Majority,High Thresh.,2005,ASOC(core)
101631831,Laggards,High Thresh.,2016,EU_COST(core)
101649508,Laggards,High Thresh.,2017,ASOC(core)
101781059,Early Adopters,High Thresh.,2004,North America
101804464,Laggards,High Thresh.,2017,North America
101807204,Late Majority,Very Low Thresh.,2015,LAZEN
101853787,Late Majority,Low Thresh.,2015,ASOC(core)
101902755,Laggards,Very Low Thresh.,2016,North America
101923250,Early Majority,High Thresh.,2009,North America
101935225,Late Majority,High Thresh.,2013,EU_COST(core)
101947297,Late Majority,High Thresh.,2011,North America
101963588,Late Majority,High Thresh.,2012,EU_COST(periphery)
101967642,Late Majority,Very Low Thresh.,2014,North America
101998691,Early Majority,High Thresh.,2008,EU_COST(core)
102033529,Early Majority,High Thresh.,2008,LAZEN
102051681,Early Majority,Very Low Thresh.,2010,EU_COST(core)
102066431,Late Majority,High Thresh.,2014,EU_COST(core)
102070690,Late Majority,High Thresh.,2011,North America
105040875,Late Majority,High Thresh.,2011,North America
105172416,Laggards,High Thresh.,2016,ASOC(core)
105231503,Late Majority,High Thresh.,2015,ASOC(periphery)
105249334,Early Majority,High Thresh.,2008,EU_COST(core)
105286149,Late Majority,High Thresh.,2015,ASOC(periphery)
105293400,Late Majority,High Thresh.,2012,LAZEN
105429889,Late Majority,High Thresh.,2015,EU_COST(core)
105430760,Late Majority,High Thresh.,2012,North America
105467947,Late Majority,Low Thresh.,2013,EU_COST(periphery)
105557386,Laggards,High Thresh.,2017,ASOC(core)
105582475,Early Majority,High Thresh.,2010,EU_COST(core)
105595680,Early Majority,High Thresh.,2009,ASOC(core)
105727088,Early Majority,High Thresh.,2009,ASOC(periphery)
105749568,Late Majority,High Thresh.,2014,ASOC(core)
105767902,Late Majority,High Thresh.,2013,EU_COST(periphery)
105820614,Late Majority,High Thresh.,2013,North America
105821751,Laggards,High Thresh.,2017,ASOC(core)
105891680,Late Majority,Very Low Thresh.,2015,LAZEN
105907156,Late Majority,High Thresh.,2013,LAZEN
105917068,Early Majority,High Thresh.,2009,ASOC(core)
106004279,Laggards,High Thresh.,2017,North America
106192959,Laggards,High Thresh.,2017,North America
106199443,Early Majority,High Thresh.,2010,EU_COST(core)
106380473,Early Majority,High Thresh.,2009,ASOC(core)
106403249,Late Majority,High Thresh.,2011,ASOC(core)
106426722,Late Majority,Low Thresh.,2011,North America
106441948,Early Majority,High Thresh.,2009,ASOC(core)
106443931,Early Majority,High Thresh.,2010,ASOC(core)
106536410,Late Majority,High Thresh.,2011,North America
106539902,Late Majority,High Thresh.,2014,ASOC(core)
106540485,Late Majority,High Thresh.,2015,North America
106560772,Laggards,High Thresh.,2016,EU_COST(core)
106588050,Late Majority,High Thresh.,2014,EU_COST(periphery)
106589195,Early Majority,High Thresh.,2009,ASOC(core)
106598826,Early Majority,High Thresh.,2008,North America
106624265,Early Majority,High Thresh.,2008,ASOC(core)
106722246,Late Majority,High Thresh.,2013,EU_COST(periphery)
106728380,Late Majority,Low Thresh.,2014,ASOC(core)
106733584,Laggards,Very Low Thresh.,2017,ASOC(periphery)
106738008,Laggards,Low Thresh.,2016,EU_COST(core)
106796436,Late Majority,High Thresh.,2011,ASOC(core)
106923840,Early Majority,High Thresh.,2009,North America
106973903,Laggards,Very Low Thresh.,2016,North America
106981219,Early Majority,Very Low Thresh.,2010,North America
106998444,Late Majority,High Thresh.,2014,ASOC(core)
107029671,Late Majority,High Thresh.,2013,EU_COST(core)
107034693,Late Majority,High Thresh.,2011,EU_COST(core)
107070595,Late Majority,High Thresh.,2012,ASOC(periphery)
107083638,Late Majority,High Thresh.,2014,North America
107114947,Early Majority,High Thresh.,2010,North America
107151125,Laggards,Very Low Thresh.,2017,EU_COST(core)
107263482,Late Majority,Low Thresh.,2011,EU_COST(periphery)
107313374,Late Majority,High Thresh.,2011,LAZEN
107602978,Late Majority,High Thresh.,2015,ASOC(periphery)
107712738,Late Majority,High Thresh.,2015,North America
107752850,Early Adopters,High Thresh.,2003,ASOC(core)
107774027,Late Majority,High Thresh.,2013,EU_COST(periphery)
107897830,Laggards,High Thresh.,2017,North America
107913865,Late Majority,Low Thresh.,2015,North America
107941684,Early Majority,Low Thresh.,2009,North America
107947102,Late Majority,High Thresh.,2014,LAZEN
108062849,Late Majority,High Thresh.,2014,ASOC(core)
108073885,Early Majority,High Thresh.,2010,EU_COST(core)
108088247,Laggards,High Thresh.,2017,North America
108105774,Late Majority,Low Thresh.,2011,LAZEN
108105825,Late Majority,High Thresh.,2011,LAZEN
108117756,Early Majority,Low Thresh.,2010,ASOC(periphery)
108132525,Laggards,Low Thresh.,2017,EU_COST(periphery)
108156394,Laggards,High Thresh.,2016,North America
108156819,Laggards,Low Thresh.,2017,North America
108166907,Late Majority,High Thresh.,2013,EU_COST(core)
108178762,Late Majority,High Thresh.,2012,North America
108186131,Late Majority,High Thresh.,2014,EU_COST(core)
108190164,Laggards,High Thresh.,2017,ASOC(core)
108214385,Late Majority,High Thresh.,2013,ASOC(core)
108265554,Laggards,High Thresh.,2016,ASOC(periphery)
108332227,Late Majority,Low Thresh.,2015,EU_COST(core)
108359383,Late Majority,Low Thresh.,2013,EU_COST(periphery)
108369158,Late Majority,High Thresh.,2014,North America
108517940,Late Majority,Low Thresh.,2013,ASOC(core)
108558256,Late Majority,Very Low Thresh.,2011,EU_COST(periphery)
108567977,Laggards,High Thresh.,2017,North America
108611203,Late Majority,High Thresh.,2013,ASOC(core)
109117909,Laggards,High Thresh.,2016,ASOC(core)
109168790,Late Majority,High Thresh.,2013,EU_COST(core)
109408424,Late Majority,High Thresh.,2014,LAZEN
109412620,Laggards,Low Thresh.,2016,North America
109412742,Laggards,High Thresh.,2016,EU_COST(periphery)
109427958,Late Majority,High Thresh.,2013,North America
109464758,Late Majority,High Thresh.,2011,North America
109482373,Laggards,High Thresh.,2017,EU_COST(core)
109502892,Laggards,High Thresh.,2016,EU_COST(periphery)
109508205,Late Majority,High Thresh.,2015,EU_COST(core)
109545036,Laggards,High Thresh.,2017,ASOC(core)
109583313,Laggards,High Thresh.,2016,North America
109674397,Laggards,High Thresh.,2016,ASOC(core)
109717513,Late Majority,High Thresh.,2015,ASOC(core)
109727442,Late Majority,High Thresh.,2012,North America
109854866,Late Majority,High Thresh.,2013,EU_COST(core)
109901083,Laggards,High Thresh.,2016,EU_COST(core)
109913348,Laggards,High Thresh.,2017,ASOC(core)
110005208,Late Majority,Low Thresh.,2013,EU_COST(periphery)
110007672,Laggards,Low Thresh.,2017,North America
110031951,Late Majority,High Thresh.,2013,EU_COST(periphery)
110034996,Late Majority,Low Thresh.,2014,North America
110105355,Laggards,Low Thresh.,2017,ASOC(core)
110112386,Late Majority,Low Thresh.,2013,LAZEN
110211728,Laggards,High Thresh.,2016,EU_COST(periphery)
110211775,Late Majority,High Thresh.,2013,ASOC(core)
110236123,Late Majority,High Thresh.,2012,North America
110245074,Laggards,Low Thresh.,2017,ASOC(core)
110271664,Late Majority,High Thresh.,2015,EU_COST(periphery)
110545899,Late Majority,High Thresh.,2012,LAZEN
110925422,Late Majority,High Thresh.,2012,North America
111215346,Laggards,Very Low Thresh.,2017,EU_COST(periphery)
111335808,Late Majority,High Thresh.,2012,EU_COST(periphery)
111695237,Late Majority,High Thresh.,2015,EU_COST(core)
111745196,Late Majority,Low Thresh.,2014,EU_COST(periphery)
111895005,Laggards,High Thresh.,2017,ASOC(core)
112088333,Laggards,High Thresh.,2016,ASOC(core)
112098342,Late Majority,Low Thresh.,2015,ASOC(core)
112118127,Late Majority,Very Low Thresh.,2014,North America
112123897,Late Majority,High Thresh.,2012,North America
112165116,Early Majority,High Thresh.,2007,LAZEN
112192125,Early Majority,High Thresh.,2010,ASOC(core)
112263703,Late Majority,Very Low Thresh.,2014,North America
112357887,Laggards,High Thresh.,2017,North America
112406704,Laggards,High Thresh.,2016,North America
112418235,Late Majority,Very Low Thresh.,2012,EU_COST(periphery)
112420007,Late Majority,High Thresh.,2014,EU_COST(periphery)
112541202,Late Majority,High Thresh.,2014,EU_COST(periphery)
112560601,Laggards,High Thresh.,2016,ASOC(core)
112571332,Laggards,Very Low Thresh.,2016,North America
112584415,Late Majority,High Thresh.,2013,EU_COST(periphery)
112584822,Laggards,Very Low Thresh.,2016,LAZEN
112587036,Late Majority,High Thresh.,2011,LAZEN
112589735,Late Majority,High Thresh.,2015,LAZEN
112590414,Laggards,Very Low Thresh.,2017,EU_COST(core)
112590429,Late Majority,High Thresh.,2015,EU_COST(core)
112593589,Late Majority,Low Thresh.,2012,LAZEN
112593806,Laggards,High Thresh.,2017,EU_COST(periphery)
112595776,Late Majority,Low Thresh.,2015,ASOC(core)
112598443,Late Majority,Low Thresh.,2013,LAZEN
112600261,Laggards,High Thresh.,2017,ASOC(core)
112601710,Laggards,High Thresh.,2016,ASOC(core)
112606059,Laggards,High Thresh.,2016,EU_COST(core)
112612531,Laggards,Low Thresh.,2017,EU_COST(periphery)
112615496,Late Majority,High Thresh.,2015,EU_COST(periphery)
112615779,Late Majority,Very Low Thresh.,2013,EU_COST(core)
112625494,Late Majority,Very Low Thresh.,2011,EU_COST(periphery)
112625767,Late Majority,Very Low Thresh.,2015,EU_COST(core)
112627340,Laggards,Low Thresh.,2016,EU_COST(periphery)
112629257,Laggards,High Thresh.,2016,EU_COST(core)
112639996,Late Majority,High Thresh.,2012,EU_COST(core)
112643491,Late Majority,High Thresh.,2014,North America
112645651,Laggards,High Thresh.,2017,ASOC(core)
112649922,Late Majority,Very Low Thresh.,2014,EU_COST(periphery)
112650834,Late Majority,Low Thresh.,2012,ASOC(core)
112655154,Late Majority,Low Thresh.,2013,North America
112665169,Laggards,High Thresh.,2016,EU_COST(periphery)
112682244,Laggards,High Thresh.,2017,ASOC(core)
112683426,Late Majority,Very Low Thresh.,2014,North America
112687070,Late Majority,High Thresh.,2015,North America
112771286,Late Majority,High Thresh.,2013,EU_COST(core)
112772212,Late Majority,Low Thresh.,2013,EU_COST(periphery)
112789381,Laggards,High Thresh.,2017,ASOC(core)
112797167,Late Majority,High Thresh.,2015,EU_COST(periphery)
112798740,Laggards,Low Thresh.,2017,ASOC(core)
112843055,Late Majority,High Thresh.,2013,ASOC(core)
112845689,Late Majority,High Thresh.,2012,ASOC(core)
112850650,Late Majority,High Thresh.,2014,ASOC(core)
112856814,Late Majority,High Thresh.,2013,EU_COST(periphery)
112905234,Late Majority,High Thresh.,2013,EU_COST(periphery)
112916322,Late Majority,High Thresh.,2015,EU_COST(core)
112930550,Late Majority,High Thresh.,2013,ASOC(core)
112930745,Laggards,High Thresh.,2016,ASOC(core)
112932617,Laggards,High Thresh.,2016,EU_COST(periphery)
112940478,Late Majority,High Thresh.,2015,ASOC(core)
112966979,Late Majority,High Thresh.,2014,EU_COST(periphery)
112967437,Late Majority,Very Low Thresh.,2015,ASOC(periphery)
112974210,Late Majority,Very Low Thresh.,2015,EU_COST(core)
112977353,Late Majority,Low Thresh.,2013,North America
112985403,Late Majority,High Thresh.,2013,ASOC(core)
113018289,Late Majority,High Thresh.,2014,LAZEN
113024189,Late Majority,High Thresh.,2015,EU_COST(core)
113041932,Late Majority,High Thresh.,2015,ASOC(core)
113046488,Late Majority,High Thresh.,2013,EU_COST(core)
113057382,Late Majority,High Thresh.,2015,LAZEN
113060457,Late Majority,High Thresh.,2014,EU_COST(periphery)
113063784,Late Majority,Low Thresh.,2013,North America
113073347,Late Majority,Low Thresh.,2014,LAZEN
113105183,Late Majority,High Thresh.,2014,EU_COST(periphery)
113114083,Late Majority,High Thresh.,2014,EU_COST(periphery)
113130328,Laggards,High Thresh.,2017,EU_COST(core)
113139490,Laggards,Low Thresh.,2017,ASOC(core)
113140441,Laggards,High Thresh.,2017,North America
113167224,Late Majority,High Thresh.,2015,EU_COST(core)
113169130,Late Majority,High Thresh.,2015,North America
113196638,Laggards,High Thresh.,2017,North America
113201035,Late Majority,High Thresh.,2014,ASOC(core)
113213250,Laggards,High Thresh.,2016,EU_COST(periphery)
113217847,Early Majority,High Thresh.,2010,EU_COST(core)
113221788,Late Majority,High Thresh.,2013,North America
113259346,Late Majority,High Thresh.,2014,EU_COST(periphery)
113259497,Laggards,High Thresh.,2016,EU_COST(core)
113302252,Laggards,High Thresh.,2017,ASOC(periphery)
113315326,Laggards,High Thresh.,2017,ASOC(core)
113352841,Late Majority,High Thresh.,2015,ASOC(core)
113401818,Late Majority,Low Thresh.,2014,ASOC(periphery)
113446419,Late Majority,High Thresh.,2014,LAZEN
113458986,Late Majority,High Thresh.,2014,ASOC(periphery)
113492498,Late Majority,High Thresh.,2014,EU_COST(periphery)
113494769,Late Majority,High Thresh.,2015,LAZEN
113513583,Late Majority,Low Thresh.,2014,North America
113518319,Late Majority,High Thresh.,2014,EU_COST(core)
113536478,Late Majority,High Thresh.,2014,LAZEN
113605132,Laggards,High Thresh.,2017,EU_COST(periphery)
113650296,Late Majority,Low Thresh.,2014,ASOC(core)
113682290,Laggards,Very Low Thresh.,2017,EU_COST(periphery)
113690088,Late Majority,Very Low Thresh.,2015,EU_COST(periphery)
113697868,Late Majority,High Thresh.,2015,North America
113700339,Late Majority,High Thresh.,2014,EU_COST(periphery)
113700619,Late Majority,High Thresh.,2014,EU_COST(core)
113766309,Late Majority,High Thresh.,2014,North America
113771252,Late Majority,High Thresh.,2014,ASOC(periphery)
113841469,Laggards,Low Thresh.,2017,EU_COST(periphery)
113845844,Late Majority,High Thresh.,2014,North America
113848818,Late Majority,High Thresh.,2015,North America
113874078,Late Majority,High Thresh.,2015,EU_COST(periphery)
113875603,Late Majority,High Thresh.,2015,ASOC(core)
113877552,Late Majority,High Thresh.,2014,ASOC(core)
114013220,Laggards,High Thresh.,2016,ASOC(periphery)
114037416,Late Majority,High Thresh.,2015,ASOC(core)
114046810,Laggards,High Thresh.,2017,ASOC(core)
114059464,Laggards,Low Thresh.,2017,ASOC(core)
114081119,Late Majority,High Thresh.,2015,EU_COST(periphery)
114153073,Laggards,Very Low Thresh.,2017,North America
114161059,Late Majority,High Thresh.,2015,EU_COST(periphery)
114194106,Laggards,High Thresh.,2016,EU_COST(core)
114270770,Laggards,Low Thresh.,2017,EU_COST(periphery)
114275167,Laggards,High Thresh.,2016,ASOC(core)
114283926,Laggards,Low Thresh.,2016,EU_COST(core)
114311104,Laggards,Low Thresh.,2016,North America
114327552,Late Majority,High Thresh.,2015,North America
114345389,Late Majority,High Thresh.,2015,EU_COST(core)
114381057,Late Majority,High Thresh.,2015,ASOC(periphery)
114414732,Laggards,High Thresh.,2017,North America
114437154,Laggards,High Thresh.,2017,ASOC(periphery)
114439723,Late Majority,High Thresh.,2015,EU_COST(core)
114508386,Laggards,High Thresh.,2017,North America
114536129,Laggards,High Thresh.,2017,ASOC(core)
114551954,Late Majority,High Thresh.,2015,EU_COST(core)
114559763,Late Majority,Low Thresh.,2015,EU_COST(core)
114573226,Laggards,High Thresh.,2017,ASOC(core)
114655857,Laggards,Low Thresh.,2017,ASOC(core)
114674190,Laggards,High Thresh.,2017,ASOC(periphery)
114684300,Laggards,Very Low Thresh.,2017,ASOC(core)
114817954,Laggards,Low Thresh.,2017,ASOC(core)
114850122,Laggards,Low Thresh.,2016,LAZEN
114912101,Laggards,High Thresh.,2016,EU_COST(periphery)
114956050,Laggards,High Thresh.,2016,North America
114971072,Laggards,Low Thresh.,2017,ASOC(core)
114978682,Laggards,High Thresh.,2016,ASOC(core)
115063927,Laggards,High Thresh.,2017,North America
115165150,Laggards,High Thresh.,2017,ASOC(core)
115167315,Late Majority,High Thresh.,2015,ASOC(periphery)
115289499,Laggards,High Thresh.,2017,ASOC(periphery)
115386847,Laggards,High Thresh.,2017,North America
115792013,Laggards,Low Thresh.,2017,North America
115839391,Laggards,High Thresh.,2017,ASOC(periphery)
115876312,Laggards,High Thresh.,2017,ASOC(core)
115888374,Late Majority,High Thresh.,2015,North America
115896551,Laggards,High Thresh.,2016,ASOC(core)
115897375,Laggards,High Thresh.,2017,ASOC(core)
115905424,Laggards,High Thresh.,2016,ASOC(core)
116006719,Laggards,High Thresh.,2016,North America
116124714,Laggards,High Thresh.,2017,LAZEN
116207074,Laggards,High Thresh.,2017,North America
116535922,Laggards,Low Thresh.,2016,ASOC(core)
116614313,Laggards,High Thresh.,2017,ASOC(core)
116657203,Laggards,High Thresh.,2017,EU_COST(periphery)
116676725,Laggards,High Thresh.,2017,ASOC(core)
116804158,Laggards,High Thresh.,2017,North America
116878403,Laggards,High Thresh.,2017,ASOC(core)
116887623,Laggards,High Thresh.,2017,EU_COST(periphery)
116887712,Laggards,Low Thresh.,2017,ASOC(core)
117055967,Laggards,High Thresh.,2017,ASOC(core)
117496256,Laggards,High Thresh.,2017,ASOC(core)
117646041,Laggards,High Thresh.,2017,ASOC(core)
117688806,Laggards,Low Thresh.,2016,ASOC(core)
117724047,Laggards,High Thresh.,2016,North America
118112777,Laggards,High Thresh.,2017,ASOC(core)
118346004,Laggards,High Thresh.,2017,North America
120325973,Laggards,Low Thresh.,2016,LAZEN
120327027,Laggards,High Thresh.,2017,EU_COST(core)
60000000,Early Majority,High Thresh.,2007,North America
60000005,Late Majority,High Thresh.,2015,ASOC(core)
60000009,Early Majority,High Thresh.,2006,North America
60000020,Early Majority,Very Low Thresh.,2010,EU_COST(core)
60000021,Early Majority,Very Low Thresh.,2008,EU_COST(periphery)
60000028,Late Majority,High Thresh.,2014,EU_COST(periphery)
60000036,Early Adopters,Very Low Thresh.,2002,LAZEN
60000058,Late Majority,High Thresh.,2012,ASOC(core)
60000060,Early Majority,High Thresh.,2006,North America
60000064,Late Majority,High Thresh.,2014,EU_COST(core)
60000076,Late Majority,High Thresh.,2011,North America
60000078,Late Majority,Low Thresh.,2012,ASOC(periphery)
60000087,Early Majority,High Thresh.,2008,EU_COST(periphery)
60000112,Early Majority,High Thresh.,2008,EU_COST(core)
60000113,Late Majority,Low Thresh.,2013,EU_COST(periphery)
60000130,Early Adopters,High Thresh.,2002,EU_COST(periphery)
60000142,Early Majority,High Thresh.,2008,ASOC(core)
60000144,Late Majority,High Thresh.,2012,North America
60000145,Early Adopters,Very Low Thresh.,2003,EU_COST(periphery)
60000164,Late Majority,Very Low Thresh.,2014,North America
60000174,Late Majority,High Thresh.,2015,ASOC(core)
60000179,Early Adopters,Very Low Thresh.,1997,EU_COST(core)
60000184,Early Adopters,High Thresh.,2004,ASOC(core)
60000196,Laggards,Very Low Thresh.,2016,ASOC(core)
60000209,Early Adopters,High Thresh.,2003,North America
60000221,Early Adopters,High Thresh.,2004,North America
60000238,Early Majority,Low Thresh.,2010,North America
60000239,Early Adopters,Low Thresh.,2003,EU_COST(periphery)
60000247,Late Majority,High Thresh.,2015,North America
60000251,Early Majority,Low Thresh.,2008,North America
60000256,Late Majority,Low Thresh.,2015,EU_COST(core)
60000264,Early Adopters,Very Low Thresh.,1997,ASOC(core)
60000291,Early Majority,High Thresh.,2008,EU_COST(core)
60000305,Early Adopters,High Thresh.,2000,North America
60000316,Late Majority,High Thresh.,2014,ASOC(periphery)
60000338,Late Majority,Very Low Thresh.,2013,ASOC(core)
60000368,Late Majority,High Thresh.,2013,EU_COST(core)
60000401,Early Adopters,Low Thresh.,2003,EU_COST(core)
60000402,Laggards,High Thresh.,2016,ASOC(core)
60000414,Late Majority,High Thresh.,2015,ASOC(periphery)
60000423,Late Majority,High Thresh.,2014,North America
60000445,Early Adopters,Very Low Thresh.,1999,EU_COST(core)
60000456,Early Adopters,High Thresh.,2002,EU_COST(core)
60000457,Late Majority,High Thresh.,2015,EU_COST(periphery)
60000460,Early Adopters,Very Low Thresh.,1997,North America
60000473,Late Majority,High Thresh.,2012,North America
60000481,Early Adopters,Low Thresh.,1997,EU_COST(periphery)
60000485,Laggards,High Thresh.,2016,EU_COST(core)
60000509,Early Majority,Very Low Thresh.,2008,LAZEN
60000521,Early Majority,Very Low Thresh.,2005,North America
60000627,Laggards,High Thresh.,2017,ASOC(periphery)
60000653,Laggards,High Thresh.,2017,ASOC(periphery)
60000656,Early Majority,Very Low Thresh.,2005,ASOC(core)
60000658,Early Majority,High Thresh.,2006,LAZEN
60000661,Late Majority,High Thresh.,2015,EU_COST(core)
60000666,Early Adopters,High Thresh.,1999,EU_COST(periphery)
60000673,Early Adopters,Very Low Thresh.,2001,North America
60000679,Early Majority,High Thresh.,2007,EU_COST(core)
60000689,Early Majority,Very Low Thresh.,2009,North America
60000694,Early Adopters,Low Thresh.,2004,EU_COST(core)
60000703,Laggards,Very Low Thresh.,2017,EU_COST(core)
60000705,Laggards,High Thresh.,2017,North America
60000718,Late Majority,High Thresh.,2015,EU_COST(periphery)
60000726,Early Majority,Low Thresh.,2007,EU_COST(core)
60000745,Early Majority,Low Thresh.,2005,North America
60000762,Early Adopters,High Thresh.,2000,EU_COST(core)
60000765,Early Majority,Low Thresh.,2005,EU_COST(core)
60000819,Early Majority,High Thresh.,2009,ASOC(core)
60000823,Late Majority,Low Thresh.,2012,EU_COST(periphery)
60000852,Laggards,High Thresh.,2016,EU_COST(periphery)
